"gene","Judith","Leo","Maryke"
"7263","ENSPTRG00000019371",26,12,13
"7264","ENSPTRG00000019372",24,7,9
"7265","ENSPTRG00000019374",23,12,17
"7266","ENSPTRG00000019376",150,72,88
"7267","ENSPTRG00000019383",3,2,3
"7268","ENSPTRG00000019384",18,11,13
"7269","ENSPTRG00000019385",6,5,9
"7270","ENSPTRG00000019387",18,18,20
"7271","ENSPTRG00000019388",12,8,26
"7272","ENSPTRG00000019389",17,13,19
"7273","ENSPTRG00000019391",89,98,21
"7274","ENSPTRG00000019393",37,22,20
"7275","ENSPTRG00000019394",35,17,15
"7276","ENSPTRG00000019395",20,15,5
"7277","ENSPTRG00000019396",11,6,6
"7278","ENSPTRG00000019397",10,10,9
"7279","ENSPTRG00000019400",19,18,7
"7280","ENSPTRG00000019401",10,5,7
"7281","ENSPTRG00000019403",19,12,9
"7282","ENSPTRG00000019405",210,72,23
"7283","ENSPTRG00000019407",416,56,32
"7284","ENSPTRG00000019408",64,20,37
"7285","ENSPTRG00000019409",2,2,2
"7286","ENSPTRG00000019410",15,6,11
"7287","ENSPTRG00000019411",20,11,14
"7288","ENSPTRG00000019419",49,20,26
"7289","ENSPTRG00000019423",25,12,8
"7290","ENSPTRG00000019424",278,114,174
"7291","ENSPTRG00000019426",3,2,6
"7292","ENSPTRG00000019427",12,4,7
"7293","ENSPTRG00000019429",145,89,94
"7294","ENSPTRG00000019433",7,5,5
"7295","ENSPTRG00000019436",131,145,53
"7296","ENSPTRG00000019438",3,2,6
"7297","ENSPTRG00000019442",16,10,9
"7298","ENSPTRG00000019444",14,5,10
"7299","ENSPTRG00000019449",119,73,20
"7300","ENSPTRG00000019451",153,137,86
"7301","ENSPTRG00000019452",62,33,40
"7302","ENSPTRG00000019455",4,4,4
"7303","ENSPTRG00000019456",12,9,18
"7304","ENSPTRG00000019468",7,6,7
"7305","ENSPTRG00000019469",5,4,16
"7306","ENSPTRG00000019470",12,10,11
"7307","ENSPTRG00000019471",107,54,74
"7308","ENSPTRG00000019472",125,44,46
"7309","ENSPTRG00000019473",13,5,2
"7310","ENSPTRG00000019474",37,25,13
"7311","ENSPTRG00000019475",9,4,7
"7312","ENSPTRG00000019477",37,9,10
"7313","ENSPTRG00000019480",26,24,5
"7314","ENSPTRG00000019482",3,2,2
"7315","ENSPTRG00000019484",83,41,36
"7316","ENSPTRG00000019485",8,2,2
"7317","ENSPTRG00000019486",5,2,8
"7318","ENSPTRG00000019487",68,36,12
"7319","ENSPTRG00000019488",22,8,2
"7320","ENSPTRG00000019489",1,3,3
"7321","ENSPTRG00000019490",51,18,13
"7322","ENSPTRG00000019493",17,3,6
"7323","ENSPTRG00000019497",2,1,4
"7324","ENSPTRG00000019498",15,7,4
"7325","ENSPTRG00000019501",321,153,63
"7326","ENSPTRG00000019503",22,10,8
"7327","ENSPTRG00000019504",16,7,1
"7328","ENSPTRG00000019509",12,4,4
"7329","ENSPTRG00000019510",16,16,3
"7330","ENSPTRG00000019511",115,60,25
"7331","ENSPTRG00000019520",76,42,31
"7332","ENSPTRG00000019524",46,20,10
"7333","ENSPTRG00000019525",86,56,26
"7334","ENSPTRG00000019527",85,26,31
"7335","ENSPTRG00000019528",16,14,9
"7336","ENSPTRG00000019531",17,8,5
"7337","ENSPTRG00000019534",3,3,6
"7338","ENSPTRG00000019537",11,8,6
"7339","ENSPTRG00000019538",12,5,1
"7340","ENSPTRG00000019539",25,16,8
"7341","ENSPTRG00000019540",5,3,2
"7342","ENSPTRG00000019543",6,2,35
"7343","ENSPTRG00000019546",21,17,13
"7344","ENSPTRG00000019551",89,60,51
"7345","ENSPTRG00000019552",67,34,42
"7346","ENSPTRG00000019553",248,145,151
"7347","ENSPTRG00000019561",30,9,19
"7348","ENSPTRG00000019563",36,28,16
"7349","ENSPTRG00000019564",19,11,11
"7350","ENSPTRG00000019565",24,7,11
"7351","ENSPTRG00000019566",27,15,23
"7352","ENSPTRG00000019570",22,20,25
"7353","ENSPTRG00000019571",194,97,146
"7354","ENSPTRG00000019573",18,12,11
"7355","ENSPTRG00000019575",22,12,13
"7356","ENSPTRG00000019577",26,21,11
"7357","ENSPTRG00000019579",7,7,10
"7358","ENSPTRG00000019580",25,18,15
"7359","ENSPTRG00000019583",16,15,16
"7360","ENSPTRG00000019585",119,69,61
"7361","ENSPTRG00000019589",19,4,3
"7362","ENSPTRG00000019590",28,17,16
"7363","ENSPTRG00000019592",6,3,10
"7364","ENSPTRG00000019593",52,36,32
"7365","ENSPTRG00000019598",6,2,4
"7366","ENSPTRG00000019601",54,33,26
"7367","ENSPTRG00000019604",16,9,4
"7368","ENSPTRG00000019605",10,6,21
"7369","ENSPTRG00000019609",52,24,42
"7370","ENSPTRG00000019610",4,1,5
"7371","ENSPTRG00000019613",7,12,3
"7372","ENSPTRG00000019615",156,80,92
"7373","ENSPTRG00000019616",46,22,29
"7374","ENSPTRG00000019620",2,1,7
"7375","ENSPTRG00000019621",67,64,148
"7376","ENSPTRG00000019624",43,36,9
"7377","ENSPTRG00000019625",19,15,20
"7378","ENSPTRG00000019626",3,1,12
"7379","ENSPTRG00000019632",2,3,5
"7380","ENSPTRG00000019637",65,59,55
"7381","ENSPTRG00000019640",8,6,11
"7382","ENSPTRG00000019649",27,13,14
"7383","ENSPTRG00000019651",183,82,43
"7384","ENSPTRG00000019659",31,12,23
"7385","ENSPTRG00000019660",45,13,5
"7386","ENSPTRG00000019664",38,17,32
"7387","ENSPTRG00000019668",39,30,20
"7388","ENSPTRG00000019670",4,2,6
"7389","ENSPTRG00000019672",39,104,62
"7390","ENSPTRG00000019675",37,24,16
"7391","ENSPTRG00000019676",77,62,58
"7392","ENSPTRG00000019678",321,153,211
"7393","ENSPTRG00000019680",13,4,6
"7394","ENSPTRG00000019681",8,5,14
"7395","ENSPTRG00000019683",12,6,9
"7396","ENSPTRG00000019685",23,20,13
"7397","ENSPTRG00000019687",24,7,13
"7398","ENSPTRG00000019691",31,15,18
"7399","ENSPTRG00000019697",6,2,8
"7400","ENSPTRG00000019711",101,46,28
"7401","ENSPTRG00000019712",33,26,22
"7402","ENSPTRG00000019716",205,58,52
"7403","ENSPTRG00000019721",19,3,6
"7404","ENSPTRG00000019722",3,2,6
"7405","ENSPTRG00000019724",19,6,26
"7406","ENSPTRG00000019725",21,8,10
"7407","ENSPTRG00000019727",23,15,14
"7408","ENSPTRG00000019728",39,14,21
"7409","ENSPTRG00000019732",44,83,59
"7410","ENSPTRG00000019736",7,2,7
"7411","ENSPTRG00000019739",25,16,12
"7412","ENSPTRG00000019742",17,9,10
"7413","ENSPTRG00000019750",30,22,16
"7414","ENSPTRG00000019752",4,4,7
"7415","ENSPTRG00000019755",65,38,33
"7416","ENSPTRG00000019758",5,5,11
"7417","ENSPTRG00000019761",64,16,14
"7418","ENSPTRG00000019762",7,2,14
"7419","ENSPTRG00000019764",7,3,6
"7420","ENSPTRG00000019766",73,46,28
"7421","ENSPTRG00000019769",26,11,12
"7422","ENSPTRG00000019770",19,9,14
"7423","ENSPTRG00000019771",60,28,22
"7424","ENSPTRG00000019773",57,28,43
"7425","ENSPTRG00000019775",39,18,20
"7426","ENSPTRG00000019776",21,16,16
"7427","ENSPTRG00000019778",222,85,124
"7428","ENSPTRG00000019803",81,52,22
"7429","ENSPTRG00000019805",25,13,5
"7430","ENSPTRG00000019809",118,115,28
"7431","ENSPTRG00000019817",7,5,6
"7432","ENSPTRG00000019827",5,2,13
"7433","ENSPTRG00000019830",6,1,10
"7434","ENSPTRG00000019836",101,54,35
"7435","ENSPTRG00000019837",40,6,24
"7436","ENSPTRG00000019838",173,38,106
"7437","ENSPTRG00000019841",26,13,7
"7438","ENSPTRG00000019842",4,3,33
"7439","ENSPTRG00000019845",8,8,3
"7440","ENSPTRG00000019846",4,2,2
"7441","ENSPTRG00000019852",17,10,16
"7442","ENSPTRG00000019856",14,5,5
"7443","ENSPTRG00000019869",2,1,1
"7444","ENSPTRG00000019870",12,3,3
"7445","ENSPTRG00000019872",16,9,9
"7446","ENSPTRG00000019873",32,18,6
"7447","ENSPTRG00000019874",38,24,13
"7448","ENSPTRG00000019876",41,9,9
"7449","ENSPTRG00000019880",67,33,43
"7450","ENSPTRG00000019881",68,28,18
"7451","ENSPTRG00000019883",72,31,29
"7452","ENSPTRG00000019889",6,4,18
"7453","ENSPTRG00000019891",13,12,9
"7454","ENSPTRG00000019892",15,9,10
"7455","ENSPTRG00000019897",13,3,9
"7456","ENSPTRG00000019903",27,9,21
"7457","ENSPTRG00000019905",165,97,152
"7458","ENSPTRG00000019911",17,16,12
"7459","ENSPTRG00000019914",5,3,12
"7460","ENSPTRG00000019915",13,7,9
"7461","ENSPTRG00000019917",23,12,16
"7462","ENSPTRG00000019919",60,37,23
"7463","ENSPTRG00000019933",14,6,22
"7464","ENSPTRG00000019937",6,5,8
"7465","ENSPTRG00000019946",16,9,9
"7466","ENSPTRG00000019949",106,32,25
"7467","ENSPTRG00000019968",25,43,11
"7468","ENSPTRG00000019969",4,8,10
"7469","ENSPTRG00000019970",26,10,14
"7470","ENSPTRG00000019972",9,7,5
"7471","ENSPTRG00000019974",11,5,10
"7472","ENSPTRG00000019980",18,4,18
"7473","ENSPTRG00000019986",16,9,19
"7474","ENSPTRG00000019991",16,13,2
"7475","ENSPTRG00000019997",80,73,39
"7476","ENSPTRG00000019998",114,39,29
"7477","ENSPTRG00000020006",20,8,5
"7478","ENSPTRG00000020009",6,11,1
"7479","ENSPTRG00000020012",7,6,18
"7480","ENSPTRG00000020015",4,2,9
"7481","ENSPTRG00000020016",8,6,11
"7482","ENSPTRG00000020019",45,33,15
"7483","ENSPTRG00000020021",5,7,8
"7484","ENSPTRG00000020022",7,16,2
"7485","ENSPTRG00000020023",3,11,10
"7486","ENSPTRG00000020026",67,40,33
"7487","ENSPTRG00000020027",139,253,49
"7488","ENSPTRG00000020028",5,7,2
"7489","ENSPTRG00000020040",54,40,25
"7490","ENSPTRG00000020043",4,3,2
"7491","ENSPTRG00000020044",58,25,20
"7492","ENSPTRG00000020048",35,14,10
"7493","ENSPTRG00000020051",13,4,3
"7494","ENSPTRG00000020056",34,14,11
"7495","ENSPTRG00000020058",22,6,29
"7496","ENSPTRG00000020059",62,36,28
"7497","ENSPTRG00000020061",14,3,5
"7498","ENSPTRG00000020062",16,9,2
"7499","ENSPTRG00000020065",106,55,28
"7500","ENSPTRG00000020066",33,18,17
"7501","ENSPTRG00000020068",4,3,1
"7502","ENSPTRG00000020069",10,6,5
"7503","ENSPTRG00000020070",61,80,30
"7504","ENSPTRG00000020073",3,2,6
"7505","ENSPTRG00000020074",2,1,13
"7506","ENSPTRG00000020075",21,15,15
"7507","ENSPTRG00000020076",50,26,19
"7508","ENSPTRG00000020078",8,8,11
"7509","ENSPTRG00000020079",4,4,17
"7510","ENSPTRG00000020085",19,15,10
"7511","ENSPTRG00000020092",13,6,6
"7512","ENSPTRG00000020094",6,1,14
"7513","ENSPTRG00000020097",32,52,20
"7514","ENSPTRG00000020099",2,2,1
"7515","ENSPTRG00000020103",18,22,20
"7516","ENSPTRG00000020104",284,151,118
"7517","ENSPTRG00000020109",53,17,12
"7518","ENSPTRG00000020110",9,1,9
"7519","ENSPTRG00000020115",32,16,12
"7520","ENSPTRG00000020116",4,2,1
"7521","ENSPTRG00000020119",4,4,2
"7522","ENSPTRG00000020124",9,8,8
"7523","ENSPTRG00000020125",29,26,19
"7524","ENSPTRG00000020127",9,5,6
"7525","ENSPTRG00000020129",12,6,17
"7526","ENSPTRG00000020131",55,30,29
"7527","ENSPTRG00000020134",84,47,27
"7528","ENSPTRG00000020138",140,67,69
"7529","ENSPTRG00000020145",12,5,12
"7530","ENSPTRG00000020148",8,6,2
"7531","ENSPTRG00000020149",36,21,18
"7532","ENSPTRG00000020150",17,8,19
"7533","ENSPTRG00000020151",7,10,24
"7534","ENSPTRG00000020158",16,8,14
"7535","ENSPTRG00000020160",54,34,16
"7536","ENSPTRG00000020163",14,11,7
"7537","ENSPTRG00000020164",38,42,43
"7538","ENSPTRG00000020167",27,8,14
"7539","ENSPTRG00000020169",54,22,45
"7540","ENSPTRG00000020171",31,12,13
"7541","ENSPTRG00000020172",10,9,4
"7542","ENSPTRG00000020173",17,14,20
"7543","ENSPTRG00000020174",2,2,4
"7544","ENSPTRG00000020176",19,13,8
"7545","ENSPTRG00000020178",57,48,20
"7546","ENSPTRG00000020179",17,19,5
"7547","ENSPTRG00000020182",16,11,13
"7548","ENSPTRG00000020193",45,49,31
"7549","ENSPTRG00000020195",13,2,1
"7550","ENSPTRG00000020196",71,33,24
"7551","ENSPTRG00000020199",12,7,10
"7552","ENSPTRG00000020200",35,32,31
"7553","ENSPTRG00000020202",43,27,26
"7554","ENSPTRG00000020203",28,18,26
"7555","ENSPTRG00000020205",242,105,113
"7556","ENSPTRG00000020207",33,14,10
"7557","ENSPTRG00000020211",17,8,16
"7558","ENSPTRG00000020212",13,13,10
"7559","ENSPTRG00000020213",44,20,17
"7560","ENSPTRG00000020217",32,12,14
"7561","ENSPTRG00000020224",54,33,23
"7562","ENSPTRG00000020227",10,4,15
"7563","ENSPTRG00000020229",34,12,19
"7564","ENSPTRG00000020230",117,9,31
"7565","ENSPTRG00000020231",96,50,24
"7566","ENSPTRG00000020242",16,8,23
"7567","ENSPTRG00000020246",30,28,16
"7568","ENSPTRG00000020249",89,55,30
"7569","ENSPTRG00000020251",187,101,76
"7570","ENSPTRG00000020253",110,39,66
"7571","ENSPTRG00000020261",30,9,6
"7572","ENSPTRG00000020262",24,15,14
"7573","ENSPTRG00000020263",241,195,131
"7574","ENSPTRG00000020264",1629,922,838
"7575","ENSPTRG00000020266",5,2,8
"7576","ENSPTRG00000020267",26,23,31
"7577","ENSPTRG00000020271",35,15,48
"7578","ENSPTRG00000020277",57,55,29
"7579","ENSPTRG00000020279",64,68,26
"7580","ENSPTRG00000020281",36,10,16
"7581","ENSPTRG00000020283",22,16,34
"7582","ENSPTRG00000020284",91,82,29
"7583","ENSPTRG00000020286",14,6,10
"7584","ENSPTRG00000020289",8,2,1
"7585","ENSPTRG00000020293",13,2,14
"7586","ENSPTRG00000020297",15,9,10
"7587","ENSPTRG00000020298",33,24,27
"7588","ENSPTRG00000020299",23,11,3
"7589","ENSPTRG00000020302",4,4,12
"7590","ENSPTRG00000020309",27,16,6
"7591","ENSPTRG00000020310",4,5,1
"7592","ENSPTRG00000020312",6,3,7
"7593","ENSPTRG00000020317",151,56,60
"7594","ENSPTRG00000020319",16,9,10
"7595","ENSPTRG00000020320",33,25,21
"7596","ENSPTRG00000020328",2,12,4
"7597","ENSPTRG00000020330",6,4,8
"7598","ENSPTRG00000020333",15,8,9
"7599","ENSPTRG00000020334",127,102,44
"7600","ENSPTRG00000020336",45,13,26
"7601","ENSPTRG00000020339",79,90,37
"7602","ENSPTRG00000020348",19,17,34
"7603","ENSPTRG00000020351",31,23,14
"7604","ENSPTRG00000020359",33,26,22
"7605","ENSPTRG00000020360",2,6,24
"7606","ENSPTRG00000020361",7,9,13
"7607","ENSPTRG00000020364",38,14,8
"7608","ENSPTRG00000020365",32,15,14
"7609","ENSPTRG00000020367",34,17,22
"7610","ENSPTRG00000020372",23,19,17
"7611","ENSPTRG00000020373",914,39,162
"7612","ENSPTRG00000020377",31,20,6
"7613","ENSPTRG00000020378",14,9,18
"7614","ENSPTRG00000020379",16,7,10
"7615","ENSPTRG00000020382",5,2,13
"7616","ENSPTRG00000020384",9,6,3
"7617","ENSPTRG00000020385",184,80,60
"7618","ENSPTRG00000020386",1,1,5
"7619","ENSPTRG00000020395",34,20,18
"7620","ENSPTRG00000020396",25,8,21
"7621","ENSPTRG00000020397",39,27,26
"7622","ENSPTRG00000020398",2,4,11
"7623","ENSPTRG00000020405",67,37,40
"7624","ENSPTRG00000020406",29,14,22
"7625","ENSPTRG00000020407",147,76,57
"7626","ENSPTRG00000020408",70,10,21
"7627","ENSPTRG00000020410",16,15,18
"7628","ENSPTRG00000020412",23,5,7
"7629","ENSPTRG00000020413",39,15,15
"7630","ENSPTRG00000020422",6,5,12
"7631","ENSPTRG00000020425",26,7,11
"7632","ENSPTRG00000020426",10,6,5
"7633","ENSPTRG00000020427",5,3,4
"7634","ENSPTRG00000020428",45,22,20
"7635","ENSPTRG00000020431",9,6,9
"7636","ENSPTRG00000020432",50,20,23
"7637","ENSPTRG00000020433",24,3,14
"7638","ENSPTRG00000020435",15,6,10
"7639","ENSPTRG00000020437",13,2,12
"7640","ENSPTRG00000020440",432,288,247
"7641","ENSPTRG00000020441",35,20,17
"7642","ENSPTRG00000020442",126,74,53
"7643","ENSPTRG00000020447",93,69,72
"7644","ENSPTRG00000020448",11,3,14
"7645","ENSPTRG00000020454",1450,722,774
"7646","ENSPTRG00000020457",34,7,26
"7647","ENSPTRG00000020458",13,11,10
"7648","ENSPTRG00000020462",8,4,10
"7649","ENSPTRG00000020464",5,4,9
"7650","ENSPTRG00000020467",218,102,178
"7651","ENSPTRG00000020470",115,80,83
"7652","ENSPTRG00000020471",14,6,9
"7653","ENSPTRG00000020472",48,20,19
"7654","ENSPTRG00000020473",16,10,6
"7655","ENSPTRG00000020481",28,24,20
"7656","ENSPTRG00000020482",42,29,25
"7657","ENSPTRG00000020484",32,17,20
"7658","ENSPTRG00000020485",233,189,131
"7659","ENSPTRG00000020486",47,39,23
"7660","ENSPTRG00000020490",21,26,15
"7661","ENSPTRG00000020492",33,21,23
"7662","ENSPTRG00000020493",127,80,90
"7663","ENSPTRG00000020494",3,2,6
"7664","ENSPTRG00000020497",20,20,12
"7665","ENSPTRG00000020501",16,12,19
"7666","ENSPTRG00000020505",320,226,228
"7667","ENSPTRG00000020506",112,73,45
"7668","ENSPTRG00000020509",40,18,17
"7669","ENSPTRG00000020510",92,40,42
"7670","ENSPTRG00000020513",18,12,47
"7671","ENSPTRG00000020520",212,148,168
"7672","ENSPTRG00000020521",23,8,33
"7673","ENSPTRG00000020522",138,87,70
"7674","ENSPTRG00000020525",27,12,4
"7675","ENSPTRG00000020526",5,3,7
"7676","ENSPTRG00000020535",24,13,18
"7677","ENSPTRG00000020536",8,1,5
"7678","ENSPTRG00000020541",109,47,48
"7679","ENSPTRG00000020545",10,9,6
"7680","ENSPTRG00000020546",65,44,28
"7681","ENSPTRG00000020547",6,2,4
"7682","ENSPTRG00000020549",18,11,4
"7683","ENSPTRG00000020550",7,12,20
"7684","ENSPTRG00000020551",25,6,10
"7685","ENSPTRG00000020555",4,2,6
"7686","ENSPTRG00000020560",63,28,17
"7687","ENSPTRG00000020567",6,8,7
"7688","ENSPTRG00000020569",129,153,111
"7689","ENSPTRG00000020570",7,3,1
"7690","ENSPTRG00000020572",96,86,25
"7691","ENSPTRG00000020573",31,26,23
"7692","ENSPTRG00000020574",18,14,28
"7693","ENSPTRG00000020576",20,10,3
"7694","ENSPTRG00000020581",94,33,14
"7695","ENSPTRG00000020585",138,57,50
"7696","ENSPTRG00000020587",27,23,20
"7697","ENSPTRG00000020591",44,36,31
"7698","ENSPTRG00000020607",6,5,17
"7699","ENSPTRG00000020608",12,38,12
"7700","ENSPTRG00000020615",13,6,7
"7701","ENSPTRG00000020621",22,18,4
"7702","ENSPTRG00000020622",22,10,7
"7703","ENSPTRG00000020624",12,2,5
"7704","ENSPTRG00000020626",31,10,9
"7705","ENSPTRG00000020631",12,7,3
"7706","ENSPTRG00000020645",43,13,16
"7707","ENSPTRG00000020650",5,6,15
"7708","ENSPTRG00000020655",12,6,2
"7709","ENSPTRG00000020669",55,33,21
"7710","ENSPTRG00000020670",100,51,25
"7711","ENSPTRG00000020671",8,5,4
"7712","ENSPTRG00000020672",17,8,5
"7713","ENSPTRG00000020674",198,142,62
"7714","ENSPTRG00000020676",3,1,2
"7715","ENSPTRG00000020677",34,6,12
"7716","ENSPTRG00000020678",36,19,4
"7717","ENSPTRG00000020679",200,94,73
"7718","ENSPTRG00000020680",26,18,3
"7719","ENSPTRG00000020681",115,65,31
"7720","ENSPTRG00000020683",30,6,4
"7721","ENSPTRG00000020686",5,4,1
"7722","ENSPTRG00000020688",12,8,6
"7723","ENSPTRG00000020690",122,27,13
"7724","ENSPTRG00000020692",23,6,4
"7725","ENSPTRG00000020696",16,9,8
"7726","ENSPTRG00000020697",19,12,3
"7727","ENSPTRG00000020698",8,4,3
"7728","ENSPTRG00000020701",98,36,20
"7729","ENSPTRG00000020702",8,4,6
"7730","ENSPTRG00000020704",27,14,4
"7731","ENSPTRG00000020705",11,3,3
"7732","ENSPTRG00000020709",17,3,4
"7733","ENSPTRG00000020715",2,2,6
"7734","ENSPTRG00000020718",10,3,2
"7735","ENSPTRG00000020721",72,30,30
"7736","ENSPTRG00000020725",27,15,14
"7737","ENSPTRG00000020735",67,25,23
"7738","ENSPTRG00000020739",2,1,5
"7739","ENSPTRG00000020741",26,14,25
"7740","ENSPTRG00000020742",23,17,40
"7741","ENSPTRG00000020743",39,16,21
"7742","ENSPTRG00000020744",9,4,9
"7743","ENSPTRG00000020753",26,11,9
"7744","ENSPTRG00000020755",21,19,10
"7745","ENSPTRG00000020756",4,2,6
"7746","ENSPTRG00000020757",31,25,13
"7747","ENSPTRG00000020760",8,4,8
"7748","ENSPTRG00000020765",27,15,22
"7749","ENSPTRG00000020779",12,12,13
"7750","ENSPTRG00000020784",3,2,6
"7751","ENSPTRG00000020785",18,22,14
"7752","ENSPTRG00000020786",82,35,19
"7753","ENSPTRG00000020791",5,2,4
"7754","ENSPTRG00000020800",21,5,22
"7755","ENSPTRG00000020801",154,92,43
"7756","ENSPTRG00000020802",13,10,17
"7757","ENSPTRG00000020808",26,10,2
"7758","ENSPTRG00000020809",40,13,16
"7759","ENSPTRG00000020825",14,6,13
"7760","ENSPTRG00000020831",38,10,14
"7761","ENSPTRG00000020832",57,28,33
"7762","ENSPTRG00000020833",31,11,20
"7763","ENSPTRG00000020835",2,1,2
"7764","ENSPTRG00000020839",3,3,10
"7765","ENSPTRG00000020843",29,16,22
"7766","ENSPTRG00000020844",18,7,7
"7767","ENSPTRG00000020846",50,41,32
"7768","ENSPTRG00000020850",20,8,18
"7769","ENSPTRG00000020852",809,420,294
"7770","ENSPTRG00000020853",74,32,29
"7771","ENSPTRG00000020854",74,48,16
"7772","ENSPTRG00000020856",94,84,53
"7773","ENSPTRG00000020857",184,85,75
"7774","ENSPTRG00000020858",30,18,18
"7775","ENSPTRG00000020861",52,19,11
"7776","ENSPTRG00000020870",32,18,8
"7777","ENSPTRG00000020871",63,46,23
"7778","ENSPTRG00000020872",38,36,34
"7779","ENSPTRG00000020873",31,26,13
"7780","ENSPTRG00000020874",4,1,3
"7781","ENSPTRG00000020876",15,10,26
"7782","ENSPTRG00000020879",9,3,16
"7783","ENSPTRG00000020883",27,3,6
"7784","ENSPTRG00000020884",74,32,39
"7785","ENSPTRG00000020885",17,2,6
"7786","ENSPTRG00000020886",14,5,8
"7787","ENSPTRG00000020897",12,2,8
"7788","ENSPTRG00000020900",361,202,225
"7789","ENSPTRG00000020902",14,7,10
"7790","ENSPTRG00000020903",127,71,54
"7791","ENSPTRG00000020904",14,10,4
"7792","ENSPTRG00000020906",6,3,5
"7793","ENSPTRG00000020909",8,2,4
"7794","ENSPTRG00000020911",41,20,8
"7795","ENSPTRG00000020912",4,2,9
"7796","ENSPTRG00000020913",4,6,1
"7797","ENSPTRG00000020914",23,12,12
"7798","ENSPTRG00000020915",8,1,3
"7799","ENSPTRG00000020917",179,97,45
"7800","ENSPTRG00000020918",82,57,23
"7801","ENSPTRG00000020919",33,20,12
"7802","ENSPTRG00000020920",16,8,25
"7803","ENSPTRG00000020921",14,9,8
"7804","ENSPTRG00000020922",6,4,6
"7805","ENSPTRG00000020923",30,13,18
"7806","ENSPTRG00000020924",4,3,2
"7807","ENSPTRG00000020928",4,1,11
"7808","ENSPTRG00000020930",201,71,75
"7809","ENSPTRG00000020931",11,7,6
"7810","ENSPTRG00000020933",31,15,24
"7811","ENSPTRG00000020934",20,2,16
"7812","ENSPTRG00000020936",23,8,7
"7813","ENSPTRG00000020939",53,26,12
"7814","ENSPTRG00000020940",186,47,92
"7815","ENSPTRG00000020944",38,22,20
"7816","ENSPTRG00000020945",6,7,3
"7817","ENSPTRG00000020951",6,6,8
"7818","ENSPTRG00000020952",24,19,34
"7819","ENSPTRG00000020953",16,21,9
"7820","ENSPTRG00000020955",17,13,8
"7821","ENSPTRG00000020994",36,12,14
"7822","ENSPTRG00000020996",52,31,34
"7823","ENSPTRG00000020999",20,5,8
"7824","ENSPTRG00000021001",47,20,14
"7825","ENSPTRG00000021005",101,69,17
"7826","ENSPTRG00000021006",2,2,6
"7827","ENSPTRG00000021012",26,18,10
"7828","ENSPTRG00000021016",2,2,5
"7829","ENSPTRG00000021017",8,13,8
"7830","ENSPTRG00000021023",38,11,7
"7831","ENSPTRG00000021025",3,1,5
"7832","ENSPTRG00000021028",12,8,17
"7833","ENSPTRG00000021030",12,4,10
"7834","ENSPTRG00000021031",178,62,70
"7835","ENSPTRG00000021041",12,9,13
"7836","ENSPTRG00000021044",17,5,13
"7837","ENSPTRG00000021045",83,18,32
"7838","ENSPTRG00000021047",42,28,13
"7839","ENSPTRG00000021050",1,1,19
"7840","ENSPTRG00000021055",72,51,38
"7841","ENSPTRG00000021057",4,2,17
"7842","ENSPTRG00000021060",7,11,4
"7843","ENSPTRG00000021064",8,3,12
"7844","ENSPTRG00000021066",30,19,17
"7845","ENSPTRG00000021071",36,22,16
"7846","ENSPTRG00000021072",8,4,1
"7847","ENSPTRG00000021075",19,14,5
"7848","ENSPTRG00000021076",19,18,13
"7849","ENSPTRG00000021088",7,1,9
"7850","ENSPTRG00000021093",185,62,90
"7851","ENSPTRG00000021094",21,13,14
"7852","ENSPTRG00000021095",24,5,1
"7853","ENSPTRG00000021098",111,42,28
"7854","ENSPTRG00000021099",4,2,11
"7855","ENSPTRG00000021103",56,44,18
"7856","ENSPTRG00000021108",133,85,79
"7857","ENSPTRG00000021109",37,19,39
"7858","ENSPTRG00000021110",4,1,8
"7859","ENSPTRG00000021115",14,5,4
"7860","ENSPTRG00000021116",22,9,10
"7861","ENSPTRG00000021120",24,5,7
"7862","ENSPTRG00000021122",12,2,1
"7863","ENSPTRG00000021123",21,9,4
"7864","ENSPTRG00000021124",48,32,32
"7865","ENSPTRG00000021126",16,9,5
"7866","ENSPTRG00000021127",71,41,26
"7867","ENSPTRG00000021128",9,10,5
"7868","ENSPTRG00000021130",3,3,6
"7869","ENSPTRG00000021133",9,7,3
"7870","ENSPTRG00000021134",43,23,14
"7871","ENSPTRG00000021151",39,44,18
"7872","ENSPTRG00000021153",7,2,7
"7873","ENSPTRG00000021154",21,14,8
"7874","ENSPTRG00000021159",10,16,8
"7875","ENSPTRG00000021165",11,9,33
"7876","ENSPTRG00000021166",6,5,19
"7877","ENSPTRG00000021167",60,26,25
"7878","ENSPTRG00000021168",23,4,20
"7879","ENSPTRG00000021170",10,4,13
"7880","ENSPTRG00000021172",288,185,156
"7881","ENSPTRG00000021173",93,47,25
"7882","ENSPTRG00000021174",8,2,11
"7883","ENSPTRG00000021182",16,13,3
"7884","ENSPTRG00000021183",12,13,4
"7885","ENSPTRG00000021184",484,181,178
"7886","ENSPTRG00000021186",36,10,9
"7887","ENSPTRG00000021187",13,8,1
"7888","ENSPTRG00000021188",178,90,86
"7889","ENSPTRG00000021189",12,5,8
"7890","ENSPTRG00000021192",32,20,18
"7891","ENSPTRG00000021199",73,35,47
"7892","ENSPTRG00000021203",36,17,25
"7893","ENSPTRG00000021207",16,2,11
"7894","ENSPTRG00000021217",18,23,16
"7895","ENSPTRG00000021220",19,23,13
"7896","ENSPTRG00000021222",8,9,3
"7897","ENSPTRG00000021224",7,4,10
