"gene","Judith","Leo","Maryke"
"2506","ENSPTRG00000006581",28,19,20
"2507","ENSPTRG00000006582",407,200,152
"2508","ENSPTRG00000006584",15,9,12
"2509","ENSPTRG00000006586",17,12,5
"2510","ENSPTRG00000006587",127,72,59
"2511","ENSPTRG00000006588",7,5,9
"2512","ENSPTRG00000006594",3,1,11
"2513","ENSPTRG00000006596",27,21,19
"2514","ENSPTRG00000006599",37,27,32
"2515","ENSPTRG00000006601",6,10,3
"2516","ENSPTRG00000006606",4,2,9
"2517","ENSPTRG00000006608",35,20,19
"2518","ENSPTRG00000006610",10,2,6
"2519","ENSPTRG00000006614",8,14,4
"2520","ENSPTRG00000006621",18,10,12
"2521","ENSPTRG00000006623",264,107,96
"2522","ENSPTRG00000006626",358,121,171
"2523","ENSPTRG00000006632",28,12,14
"2524","ENSPTRG00000006634",15,12,6
"2525","ENSPTRG00000006638",80,48,33
"2526","ENSPTRG00000006644",23,12,18
"2527","ENSPTRG00000006648",16,11,10
"2528","ENSPTRG00000006649",58,18,29
"2529","ENSPTRG00000006651",80,30,42
"2530","ENSPTRG00000006654",30,15,12
"2531","ENSPTRG00000006655",168,148,107
"2532","ENSPTRG00000006656",47,50,38
"2533","ENSPTRG00000006658",9,2,6
"2534","ENSPTRG00000006662",38,13,25
"2535","ENSPTRG00000006663",11,7,15
"2536","ENSPTRG00000006668",2,1,3
"2537","ENSPTRG00000006673",100,65,52
"2538","ENSPTRG00000006691",19,8,12
"2539","ENSPTRG00000006692",36,24,1
"2540","ENSPTRG00000006700",13,9,10
"2541","ENSPTRG00000006701",10,14,24
"2542","ENSPTRG00000006704",110,77,51
"2543","ENSPTRG00000006705",37,7,28
"2544","ENSPTRG00000006708",71,35,31
"2545","ENSPTRG00000006709",80,46,33
"2546","ENSPTRG00000006715",104,60,32
"2547","ENSPTRG00000006717",150,83,70
"2548","ENSPTRG00000006720",560,283,485
"2549","ENSPTRG00000006734",54,52,60
"2550","ENSPTRG00000006735",92,40,32
"2551","ENSPTRG00000006736",1215,611,770
"2552","ENSPTRG00000006737",6,5,9
"2553","ENSPTRG00000006738",4,2,11
"2554","ENSPTRG00000006740",9,7,11
"2555","ENSPTRG00000006741",59,32,60
"2556","ENSPTRG00000006744",12,5,3
"2557","ENSPTRG00000006746",51,26,17
"2558","ENSPTRG00000006748",32,6,8
"2559","ENSPTRG00000006749",32,3,3
"2560","ENSPTRG00000006753",271,144,110
"2561","ENSPTRG00000006754",63,27,28
"2562","ENSPTRG00000006756",4,7,4
"2563","ENSPTRG00000006760",77,51,39
"2564","ENSPTRG00000006762",34,18,2
"2565","ENSPTRG00000006763",17,6,6
"2566","ENSPTRG00000006764",106,116,128
"2567","ENSPTRG00000006772",18,3,4
"2568","ENSPTRG00000006774",54,12,4
"2569","ENSPTRG00000006775",92,46,16
"2570","ENSPTRG00000006778",5,1,1
"2571","ENSPTRG00000006781",20,3,6
"2572","ENSPTRG00000006783",25,12,6
"2573","ENSPTRG00000006786",17,4,8
"2574","ENSPTRG00000006789",19,7,4
"2575","ENSPTRG00000006795",7,1,2
"2576","ENSPTRG00000006817",14,7,14
"2577","ENSPTRG00000006818",10,7,7
"2578","ENSPTRG00000006826",57,68,53
"2579","ENSPTRG00000006829",48,27,21
"2580","ENSPTRG00000006835",18,6,9
"2581","ENSPTRG00000006846",17,22,14
"2582","ENSPTRG00000006854",10,4,5
"2583","ENSPTRG00000006858",13,7,12
"2584","ENSPTRG00000006867",13,2,15
"2585","ENSPTRG00000006873",25,6,16
"2586","ENSPTRG00000006875",73,29,53
"2587","ENSPTRG00000006877",25,13,17
"2588","ENSPTRG00000006878",48,24,21
"2589","ENSPTRG00000006879",19,13,5
"2590","ENSPTRG00000006880",137,114,195
"2591","ENSPTRG00000006882",39,12,6
"2592","ENSPTRG00000006890",2,2,2
"2593","ENSPTRG00000006891",35,19,16
"2594","ENSPTRG00000006895",14,7,5
"2595","ENSPTRG00000006899",10,3,4
"2596","ENSPTRG00000006903",26,22,12
"2597","ENSPTRG00000006904",88,33,26
"2598","ENSPTRG00000006905",5,4,9
"2599","ENSPTRG00000006910",22,12,13
"2600","ENSPTRG00000006911",524,332,318
"2601","ENSPTRG00000006912",7,7,7
"2602","ENSPTRG00000006913",20,3,13
"2603","ENSPTRG00000006916",10,2,12
"2604","ENSPTRG00000006919",17,5,13
"2605","ENSPTRG00000006920",14,4,18
"2606","ENSPTRG00000006923",22,14,16
"2607","ENSPTRG00000006924",22,7,14
"2608","ENSPTRG00000006925",26,12,15
"2609","ENSPTRG00000006933",8,2,4
"2610","ENSPTRG00000006934",30,12,4
"2611","ENSPTRG00000006936",16,11,6
"2612","ENSPTRG00000006937",7,2,3
"2613","ENSPTRG00000006939",19,11,8
"2614","ENSPTRG00000006942",36,21,4
"2615","ENSPTRG00000006943",6,2,7
"2616","ENSPTRG00000006944",31,4,9
"2617","ENSPTRG00000006945",59,25,19
"2618","ENSPTRG00000006946",67,22,26
"2619","ENSPTRG00000006949",15,9,10
"2620","ENSPTRG00000006953",8,7,10
"2621","ENSPTRG00000006964",32,18,6
"2622","ENSPTRG00000006971",52,35,27
"2623","ENSPTRG00000006972",40,22,24
"2624","ENSPTRG00000006973",13,9,11
"2625","ENSPTRG00000006974",52,24,19
"2626","ENSPTRG00000006975",76,45,59
"2627","ENSPTRG00000006976",18,13,7
"2628","ENSPTRG00000006977",33,15,14
"2629","ENSPTRG00000006980",10,5,6
"2630","ENSPTRG00000006981",16,6,4
"2631","ENSPTRG00000006982",5,3,4
"2632","ENSPTRG00000006985",19,12,13
"2633","ENSPTRG00000006986",26,12,15
"2634","ENSPTRG00000006987",68,30,42
"2635","ENSPTRG00000006988",2,2,8
"2636","ENSPTRG00000006991",13,4,20
"2637","ENSPTRG00000006992",15,7,11
"2638","ENSPTRG00000006993",22,16,13
"2639","ENSPTRG00000006994",43,25,17
"2640","ENSPTRG00000006995",3,2,18
"2641","ENSPTRG00000007002",833,251,306
"2642","ENSPTRG00000007003",22,28,16
"2643","ENSPTRG00000007004",341,192,146
"2644","ENSPTRG00000007006",104,61,56
"2645","ENSPTRG00000007007",20,6,9
"2646","ENSPTRG00000007010",55,50,39
"2647","ENSPTRG00000007013",20,13,12
"2648","ENSPTRG00000007016",25,11,16
"2649","ENSPTRG00000007020",4242,3712,3835
"2650","ENSPTRG00000007025",92,32,23
"2651","ENSPTRG00000007030",6,3,10
"2652","ENSPTRG00000007033",27,19,13
"2653","ENSPTRG00000007034",13,9,18
"2654","ENSPTRG00000007038",11,6,3
"2655","ENSPTRG00000007039",79,19,47
"2656","ENSPTRG00000007042",4,8,12
"2657","ENSPTRG00000007044",38,6,18
"2658","ENSPTRG00000007046",5,4,8
"2659","ENSPTRG00000007047",5,2,8
"2660","ENSPTRG00000007050",24,18,11
"2661","ENSPTRG00000007051",81,41,41
"2662","ENSPTRG00000007052",28,11,15
"2663","ENSPTRG00000007058",9,4,9
"2664","ENSPTRG00000007064",43,25,19
"2665","ENSPTRG00000007065",26,20,15
"2666","ENSPTRG00000007068",27,31,16
"2667","ENSPTRG00000007070",87,42,43
"2668","ENSPTRG00000007072",6,5,8
"2669","ENSPTRG00000007076",10,5,7
"2670","ENSPTRG00000007077",1,1,12
"2671","ENSPTRG00000007078",54,52,36
"2672","ENSPTRG00000007079",13,12,9
"2673","ENSPTRG00000007080",53,24,23
"2674","ENSPTRG00000007081",41,22,28
"2675","ENSPTRG00000007084",5,2,2
"2676","ENSPTRG00000007089",19,27,16
"2677","ENSPTRG00000007093",3,1,9
"2678","ENSPTRG00000007094",344,226,121
"2679","ENSPTRG00000007095",37,23,46
"2680","ENSPTRG00000007096",12,8,17
"2681","ENSPTRG00000007102",6,2,1
"2682","ENSPTRG00000007104",6,2,30
"2683","ENSPTRG00000007105",14,5,11
"2684","ENSPTRG00000007107",5,5,4
"2685","ENSPTRG00000007109",34,34,14
"2686","ENSPTRG00000007112",15,17,16
"2687","ENSPTRG00000007116",38,18,26
"2688","ENSPTRG00000007118",42,17,12
"2689","ENSPTRG00000007121",58,32,34
"2690","ENSPTRG00000007122",22,13,19
"2691","ENSPTRG00000007123",25,3,18
"2692","ENSPTRG00000007124",30,42,15
"2693","ENSPTRG00000007129",98,82,62
"2694","ENSPTRG00000007130",81,51,45
"2695","ENSPTRG00000007132",320,128,86
"2696","ENSPTRG00000007133",20,12,35
"2697","ENSPTRG00000007134",7,6,10
"2698","ENSPTRG00000007135",20,11,15
"2699","ENSPTRG00000007140",3,1,3
"2700","ENSPTRG00000007141",12,5,3
"2701","ENSPTRG00000007143",74,40,53
"2702","ENSPTRG00000007144",203,120,206
"2703","ENSPTRG00000007146",19,12,8
"2704","ENSPTRG00000007149",27,12,10
"2705","ENSPTRG00000007151",17,10,9
"2706","ENSPTRG00000007152",5,1,9
"2707","ENSPTRG00000007153",59,39,45
"2708","ENSPTRG00000007154",161,67,85
"2709","ENSPTRG00000007155",18,6,3
"2710","ENSPTRG00000007156",625,273,504
"2711","ENSPTRG00000007157",10,9,12
"2712","ENSPTRG00000007159",10,2,8
"2713","ENSPTRG00000007160",56,23,20
"2714","ENSPTRG00000007163",29,19,19
"2715","ENSPTRG00000007164",88,41,59
"2716","ENSPTRG00000007169",11,4,4
"2717","ENSPTRG00000007170",51,25,36
"2718","ENSPTRG00000007171",14,5,13
"2719","ENSPTRG00000007175",67,16,42
"2720","ENSPTRG00000007176",32,17,25
"2721","ENSPTRG00000007178",6,4,8
"2722","ENSPTRG00000007180",2,1,3
"2723","ENSPTRG00000007182",17,16,13
"2724","ENSPTRG00000007183",39,14,28
"2725","ENSPTRG00000007184",25,14,18
"2726","ENSPTRG00000007186",35,21,19
"2727","ENSPTRG00000007188",196,122,98
"2728","ENSPTRG00000007191",7,4,4
"2729","ENSPTRG00000007192",29,5,12
"2730","ENSPTRG00000007193",158,92,28
"2731","ENSPTRG00000007194",26,22,8
"2732","ENSPTRG00000007195",1635,1176,1084
"2733","ENSPTRG00000007196",13,6,12
"2734","ENSPTRG00000007199",24,10,9
"2735","ENSPTRG00000007202",73,28,25
"2736","ENSPTRG00000007207",17,8,13
"2737","ENSPTRG00000007210",42,21,12
"2738","ENSPTRG00000007215",3,1,1
"2739","ENSPTRG00000007219",260,122,132
"2740","ENSPTRG00000007227",9,2,11
"2741","ENSPTRG00000007228",2553,1760,1107
"2742","ENSPTRG00000007231",21,17,9
"2743","ENSPTRG00000007243",4,4,8
"2744","ENSPTRG00000007246",842,302,392
"2745","ENSPTRG00000007247",57,30,27
"2746","ENSPTRG00000007249",59,45,30
"2747","ENSPTRG00000007253",54,40,19
"2748","ENSPTRG00000007255",5,7,19
"2749","ENSPTRG00000007256",29,16,31
"2750","ENSPTRG00000007260",103,93,29
"2751","ENSPTRG00000007261",14,2,5
"2752","ENSPTRG00000007265",3,6,3
"2753","ENSPTRG00000007266",23,8,6
"2754","ENSPTRG00000007271",3,2,2
"2755","ENSPTRG00000007275",148,60,89
"2756","ENSPTRG00000007276",63,30,43
"2757","ENSPTRG00000007277",20,8,8
"2758","ENSPTRG00000007278",68,39,34
"2759","ENSPTRG00000007279",40,15,24
"2760","ENSPTRG00000007280",5,3,8
"2761","ENSPTRG00000007282",338,193,62
"2762","ENSPTRG00000007285",21,12,18
"2763","ENSPTRG00000007286",96,71,25
"2764","ENSPTRG00000007287",47,17,18
"2765","ENSPTRG00000007289",194,92,109
"2766","ENSPTRG00000007292",16,8,1
"2767","ENSPTRG00000007294",8,9,3
"2768","ENSPTRG00000007297",39,18,9
"2769","ENSPTRG00000007298",34,18,7
"2770","ENSPTRG00000007299",36,12,7
"2771","ENSPTRG00000007300",40,14,22
"2772","ENSPTRG00000007301",20,12,16
"2773","ENSPTRG00000007302",13,10,10
"2774","ENSPTRG00000007304",4,2,2
"2775","ENSPTRG00000007308",27,18,11
"2776","ENSPTRG00000007311",32,21,18
"2777","ENSPTRG00000007312",1,3,7
"2778","ENSPTRG00000007313",8,8,6
"2779","ENSPTRG00000007314",350,188,209
"2780","ENSPTRG00000007316",17,5,12
"2781","ENSPTRG00000007319",23,17,19
"2782","ENSPTRG00000007322",103,55,67
"2783","ENSPTRG00000007323",3,3,11
"2784","ENSPTRG00000007326",46,18,14
"2785","ENSPTRG00000007333",27,21,6
"2786","ENSPTRG00000007335",17,6,8
"2787","ENSPTRG00000007336",73,22,32
"2788","ENSPTRG00000007338",38,22,16
"2789","ENSPTRG00000007339",49,32,28
"2790","ENSPTRG00000007342",40,22,16
"2791","ENSPTRG00000007343",1,1,10
"2792","ENSPTRG00000007345",312,159,151
"2793","ENSPTRG00000007350",7,2,4
"2794","ENSPTRG00000007351",539,297,234
"2795","ENSPTRG00000007352",135,102,158
"2796","ENSPTRG00000007353",10,1,6
"2797","ENSPTRG00000007356",60,72,68
"2798","ENSPTRG00000007358",32,26,26
"2799","ENSPTRG00000007359",131,55,81
"2800","ENSPTRG00000007361",34,18,13
"2801","ENSPTRG00000007362",17,10,16
"2802","ENSPTRG00000007366",54,16,22
"2803","ENSPTRG00000007369",32,7,11
"2804","ENSPTRG00000007370",8,3,11
"2805","ENSPTRG00000007374",30,11,16
"2806","ENSPTRG00000007379",988,694,574
"2807","ENSPTRG00000007384",17,4,10
"2808","ENSPTRG00000007385",9,2,4
"2809","ENSPTRG00000007387",71,46,41
"2810","ENSPTRG00000007388",30,7,16
"2811","ENSPTRG00000007389",49,28,36
"2812","ENSPTRG00000007390",4,1,6
"2813","ENSPTRG00000007402",22,12,12
"2814","ENSPTRG00000007404",114,48,70
"2815","ENSPTRG00000007405",13,11,11
"2816","ENSPTRG00000007408",18,12,11
"2817","ENSPTRG00000007414",24,24,19
"2818","ENSPTRG00000007419",47,23,20
"2819","ENSPTRG00000007420",58,23,19
"2820","ENSPTRG00000007422",48,20,16
"2821","ENSPTRG00000007426",15,5,10
"2822","ENSPTRG00000007427",35,21,23
"2823","ENSPTRG00000007430",27,4,5
"2824","ENSPTRG00000007431",40,18,10
"2825","ENSPTRG00000007433",3,1,3
"2826","ENSPTRG00000007442",24,12,28
"2827","ENSPTRG00000007445",16,8,6
"2828","ENSPTRG00000007446",61,12,11
"2829","ENSPTRG00000007448",6,2,2
"2830","ENSPTRG00000007449",79,70,46
"2831","ENSPTRG00000007455",134,90,43
"2832","ENSPTRG00000007457",16,12,9
"2833","ENSPTRG00000007460",8,2,14
"2834","ENSPTRG00000007461",46,20,7
"2835","ENSPTRG00000007462",5,1,4
"2836","ENSPTRG00000007463",31,14,10
"2837","ENSPTRG00000007464",34,8,4
"2838","ENSPTRG00000007465",54,20,15
"2839","ENSPTRG00000007467",25,7,14
"2840","ENSPTRG00000007468",41,15,13
"2841","ENSPTRG00000007475",8,1,3
"2842","ENSPTRG00000007478",27,22,18
"2843","ENSPTRG00000007482",14,8,16
"2844","ENSPTRG00000007487",6,2,8
"2845","ENSPTRG00000007489",3,2,1
"2846","ENSPTRG00000007494",4,2,4
"2847","ENSPTRG00000007495",14,7,7
"2848","ENSPTRG00000007496",32,22,16
"2849","ENSPTRG00000007497",3,2,7
"2850","ENSPTRG00000007507",10,9,2
"2851","ENSPTRG00000007510",13,6,10
"2852","ENSPTRG00000007511",15,6,6
"2853","ENSPTRG00000007512",102,76,44
"2854","ENSPTRG00000007513",138,40,55
"2855","ENSPTRG00000007515",29,22,20
"2856","ENSPTRG00000007516",5,2,6
"2857","ENSPTRG00000007519",2,2,5
"2858","ENSPTRG00000007522",25,10,8
"2859","ENSPTRG00000007525",58,16,22
"2860","ENSPTRG00000007526",161,40,75
"2861","ENSPTRG00000007527",13,2,3
"2862","ENSPTRG00000007528",11,13,3
"2863","ENSPTRG00000007529",11,7,7
"2864","ENSPTRG00000007533",33,18,12
"2865","ENSPTRG00000007535",18,13,3
"2866","ENSPTRG00000007537",22,12,8
"2867","ENSPTRG00000007540",9,7,1
"2868","ENSPTRG00000007541",67,19,12
"2869","ENSPTRG00000007543",11,8,1
"2870","ENSPTRG00000007558",28,14,11
"2871","ENSPTRG00000007560",2,1,3
"2872","ENSPTRG00000007561",17,12,4
"2873","ENSPTRG00000007565",25,6,2
"2874","ENSPTRG00000007587",232,91,121
"2875","ENSPTRG00000007589",32,14,10
"2876","ENSPTRG00000007590",26,16,7
"2877","ENSPTRG00000007591",3,3,1
"2878","ENSPTRG00000007594",38,31,7
"2879","ENSPTRG00000007596",13,4,5
"2880","ENSPTRG00000007600",8,3,1
"2881","ENSPTRG00000007602",10,6,1
"2882","ENSPTRG00000007603",21,13,7
"2883","ENSPTRG00000007606",32,16,4
"2884","ENSPTRG00000007607",14,13,2
"2885","ENSPTRG00000007608",16,10,8
"2886","ENSPTRG00000007609",22,11,1
"2887","ENSPTRG00000007611",61,12,15
"2888","ENSPTRG00000007612",20,7,32
"2889","ENSPTRG00000007618",67,40,60
"2890","ENSPTRG00000007621",51,20,9
"2891","ENSPTRG00000007625",28,14,5
"2892","ENSPTRG00000007628",15,5,6
"2893","ENSPTRG00000007635",132,85,34
"2894","ENSPTRG00000007637",20,14,7
"2895","ENSPTRG00000007641",20,5,4
"2896","ENSPTRG00000007644",21,6,5
"2897","ENSPTRG00000007647",11,1,3
"2898","ENSPTRG00000007649",12,2,8
"2899","ENSPTRG00000007653",130,64,5
"2900","ENSPTRG00000007654",12,6,2
"2901","ENSPTRG00000007655",20,16,14
"2902","ENSPTRG00000007659",65,26,15
"2903","ENSPTRG00000007662",62,44,19
"2904","ENSPTRG00000007663",280,69,34
"2905","ENSPTRG00000007670",8,4,1
"2906","ENSPTRG00000007671",13,6,7
"2907","ENSPTRG00000007674",7,1,2
"2908","ENSPTRG00000007679",19,12,10
"2909","ENSPTRG00000007680",22,10,1
"2910","ENSPTRG00000007682",5,3,9
"2911","ENSPTRG00000007683",21,7,6
"2912","ENSPTRG00000007687",2,1,3
"2913","ENSPTRG00000007689",25,6,14
"2914","ENSPTRG00000007692",8,5,4
"2915","ENSPTRG00000007694",9,3,10
"2916","ENSPTRG00000007696",3,4,6
"2917","ENSPTRG00000007698",13,2,4
"2918","ENSPTRG00000007700",26,18,18
"2919","ENSPTRG00000007702",12,4,11
"2920","ENSPTRG00000007703",6,2,5
"2921","ENSPTRG00000007706",15,3,5
"2922","ENSPTRG00000007707",6,2,6
"2923","ENSPTRG00000007708",88,26,22
"2924","ENSPTRG00000007710",18,16,9
"2925","ENSPTRG00000007713",7,5,12
"2926","ENSPTRG00000007715",9,4,6
"2927","ENSPTRG00000007716",39,22,8
"2928","ENSPTRG00000007718",53,26,16
"2929","ENSPTRG00000007719",19,21,11
"2930","ENSPTRG00000007720",67,20,20
"2931","ENSPTRG00000007722",6,2,1
"2932","ENSPTRG00000007723",29,17,7
"2933","ENSPTRG00000007725",9,5,3
"2934","ENSPTRG00000007729",18,9,5
"2935","ENSPTRG00000007730",77,47,27
"2936","ENSPTRG00000007731",22,19,14
"2937","ENSPTRG00000007735",4,3,2
"2938","ENSPTRG00000007737",22,8,8
"2939","ENSPTRG00000007745",16,8,8
"2940","ENSPTRG00000007746",3,4,3
"2941","ENSPTRG00000007748",90,45,57
"2942","ENSPTRG00000007749",9,3,15
"2943","ENSPTRG00000007750",95,64,37
"2944","ENSPTRG00000007751",41,27,7
"2945","ENSPTRG00000007755",7,5,27
"2946","ENSPTRG00000007756",7,13,12
"2947","ENSPTRG00000007758",63,29,19
"2948","ENSPTRG00000007759",5,3,4
"2949","ENSPTRG00000007761",43,16,34
"2950","ENSPTRG00000007762",12,6,9
"2951","ENSPTRG00000007763",34,20,9
"2952","ENSPTRG00000007772",60,68,42
"2953","ENSPTRG00000007774",42,32,61
"2954","ENSPTRG00000007776",58,38,31
"2955","ENSPTRG00000007777",195,132,91
"2956","ENSPTRG00000007779",196,39,71
"2957","ENSPTRG00000007782",56,16,114
"2958","ENSPTRG00000007785",28,26,6
"2959","ENSPTRG00000007787",4,4,3
"2960","ENSPTRG00000007790",67,62,29
"2961","ENSPTRG00000007791",3,4,8
"2962","ENSPTRG00000007792",33,19,23
"2963","ENSPTRG00000007794",51,26,33
"2964","ENSPTRG00000007799",74,71,34
"2965","ENSPTRG00000007800",37,22,36
"2966","ENSPTRG00000007801",48,40,28
"2967","ENSPTRG00000007807",16,7,6
"2968","ENSPTRG00000007809",39,34,22
"2969","ENSPTRG00000007810",4,2,9
"2970","ENSPTRG00000007811",23,15,17
"2971","ENSPTRG00000007812",33,21,11
"2972","ENSPTRG00000007819",2,3,5
"2973","ENSPTRG00000007821",84,69,61
"2974","ENSPTRG00000007823",1735,931,1010
"2975","ENSPTRG00000007824",137,75,54
"2976","ENSPTRG00000007825",22,19,17
"2977","ENSPTRG00000007828",5,2,5
"2978","ENSPTRG00000007833",47,17,27
"2979","ENSPTRG00000007834",18,12,18
"2980","ENSPTRG00000007835",32,18,11
"2981","ENSPTRG00000007836",14,5,2
"2982","ENSPTRG00000007838",3,4,5
"2983","ENSPTRG00000007848",28,9,11
"2984","ENSPTRG00000007849",4,2,7
"2985","ENSPTRG00000007851",7,3,13
"2986","ENSPTRG00000007853",33,20,11
"2987","ENSPTRG00000007855",21,35,16
"2988","ENSPTRG00000007871",325,158,148
"2989","ENSPTRG00000007874",1,1,4
"2990","ENSPTRG00000007877",20,14,7
"2991","ENSPTRG00000007878",25,9,16
"2992","ENSPTRG00000007879",47,33,5
"2993","ENSPTRG00000007882",9,3,5
"2994","ENSPTRG00000007885",25,12,13
"2995","ENSPTRG00000007886",52,31,19
"2996","ENSPTRG00000007887",10,4,5
"2997","ENSPTRG00000007888",38,32,20
"2998","ENSPTRG00000007889",120,85,93
"2999","ENSPTRG00000007890",15,6,4
"3000","ENSPTRG00000007891",27,26,38
"3001","ENSPTRG00000007892",40,7,5
"3002","ENSPTRG00000007895",62,33,24
"3003","ENSPTRG00000007897",21,15,8
"3004","ENSPTRG00000007898",22,17,13
"3005","ENSPTRG00000007900",37,35,17
"3006","ENSPTRG00000007906",4,2,3
"3007","ENSPTRG00000007910",3,2,2
"3008","ENSPTRG00000007912",48,25,25
"3009","ENSPTRG00000007913",41,25,16
"3010","ENSPTRG00000007914",58,46,62
"3011","ENSPTRG00000007915",26,14,11
"3012","ENSPTRG00000007917",8,6,4
"3013","ENSPTRG00000007919",52,30,21
"3014","ENSPTRG00000007925",16,8,6
"3015","ENSPTRG00000007930",36,15,11
"3016","ENSPTRG00000007935",75,32,49
"3017","ENSPTRG00000007938",89,46,25
"3018","ENSPTRG00000007939",262,112,100
"3019","ENSPTRG00000007940",36,27,4
"3020","ENSPTRG00000007941",2,1,6
"3021","ENSPTRG00000007942",17,4,4
"3022","ENSPTRG00000007944",70,63,32
"3023","ENSPTRG00000007945",33,12,8
"3024","ENSPTRG00000007946",25,22,5
"3025","ENSPTRG00000007951",8,4,16
"3026","ENSPTRG00000007956",28,15,8
"3027","ENSPTRG00000007960",4,3,10
"3028","ENSPTRG00000007967",21,3,8
"3029","ENSPTRG00000007968",56,29,26
"3030","ENSPTRG00000007970",16,6,6
"3031","ENSPTRG00000007971",289,113,41
"3032","ENSPTRG00000007972",30,29,9
"3033","ENSPTRG00000007974",30,12,3
"3034","ENSPTRG00000007976",65,27,28
"3035","ENSPTRG00000007977",24,13,12
"3036","ENSPTRG00000007978",31,4,5
"3037","ENSPTRG00000007979",53,28,6
"3038","ENSPTRG00000007983",666,466,315
"3039","ENSPTRG00000007984",176,119,71
"3040","ENSPTRG00000007986",32,21,1
"3041","ENSPTRG00000007988",30,30,20
"3042","ENSPTRG00000007989",245,104,82
"3043","ENSPTRG00000007995",111,61,67
"3044","ENSPTRG00000007996",47,12,6
"3045","ENSPTRG00000007998",73,30,36
"3046","ENSPTRG00000008001",87,45,18
"3047","ENSPTRG00000008004",14,5,15
"3048","ENSPTRG00000008006",10,6,3
"3049","ENSPTRG00000008008",4,2,2
"3050","ENSPTRG00000008011",52,20,8
"3051","ENSPTRG00000008012",56,18,7
"3052","ENSPTRG00000008013",24,13,13
"3053","ENSPTRG00000008014",62,8,26
"3054","ENSPTRG00000008015",83,40,15
"3055","ENSPTRG00000008017",20,11,5
"3056","ENSPTRG00000008021",15,7,5
"3057","ENSPTRG00000008022",9,5,20
"3058","ENSPTRG00000008024",27,13,10
"3059","ENSPTRG00000008031",18,18,14
"3060","ENSPTRG00000008032",43,18,18
"3061","ENSPTRG00000008034",23,11,14
"3062","ENSPTRG00000008038",258,133,51
"3063","ENSPTRG00000008042",2,1,3
"3064","ENSPTRG00000008043",2,2,1
"3065","ENSPTRG00000008048",5,2,10
"3066","ENSPTRG00000008050",22,13,6
"3067","ENSPTRG00000008053",30,20,20
"3068","ENSPTRG00000008078",21,1,10
"3069","ENSPTRG00000008079",90,72,43
"3070","ENSPTRG00000008080",17,4,18
"3071","ENSPTRG00000008082",12,8,1
"3072","ENSPTRG00000008084",5,8,9
"3073","ENSPTRG00000008085",139,64,57
"3074","ENSPTRG00000008087",13,2,9
"3075","ENSPTRG00000008089",75,39,52
"3076","ENSPTRG00000008090",32,20,15
"3077","ENSPTRG00000008093",40,25,22
"3078","ENSPTRG00000008096",30,19,17
"3079","ENSPTRG00000008100",14,4,6
"3080","ENSPTRG00000008101",37,11,13
"3081","ENSPTRG00000008102",4,6,4
"3082","ENSPTRG00000008103",88,53,39
"3083","ENSPTRG00000008105",17,13,8
"3084","ENSPTRG00000008106",15,12,10
"3085","ENSPTRG00000008107",84,43,48
"3086","ENSPTRG00000008113",14,11,17
"3087","ENSPTRG00000008115",28,19,19
"3088","ENSPTRG00000008116",34,14,14
"3089","ENSPTRG00000008117",6,2,10
"3090","ENSPTRG00000008118",22,12,11
"3091","ENSPTRG00000008128",14,23,10
"3092","ENSPTRG00000008130",48,29,24
"3093","ENSPTRG00000008131",180,116,43
"3094","ENSPTRG00000008136",42,12,10
"3095","ENSPTRG00000008140",2,1,1
"3096","ENSPTRG00000008142",110,37,37
"3097","ENSPTRG00000008144",201,93,165
"3098","ENSPTRG00000008147",8,18,8
"3099","ENSPTRG00000008148",45,23,41
"3100","ENSPTRG00000008149",44,27,29
"3101","ENSPTRG00000008150",26,22,13
"3102","ENSPTRG00000008151",1,2,5
"3103","ENSPTRG00000008152",101,40,89
"3104","ENSPTRG00000008155",42,23,21
"3105","ENSPTRG00000008156",59,26,26
"3106","ENSPTRG00000008157",52,48,40
"3107","ENSPTRG00000008158",6,8,4
"3108","ENSPTRG00000008159",13,7,7
"3109","ENSPTRG00000008161",4,2,3
