"gene","GM18558","GM18960","GM19240"
"3057","ENSG00000122705",38,51,45
"3058","ENSG00000122729",12,16,10
"3059","ENSG00000122779",14,15,17
"3060","ENSG00000122783",9,17,57
"3061","ENSG00000122861",6,7,9
"3062","ENSG00000122862",675,1032,2256
"3063","ENSG00000122873",45,57,41
"3064","ENSG00000122877",7,14,7
"3065","ENSG00000122882",26,65,35
"3066","ENSG00000122884",49,43,42
"3067","ENSG00000122912",10,10,43
"3068","ENSG00000122952",25,61,39
"3069","ENSG00000122958",86,64,53
"3070","ENSG00000122965",35,46,52
"3071","ENSG00000122966",2,5,15
"3072","ENSG00000122970",10,11,18
"3073","ENSG00000122986",43,82,101
"3074","ENSG00000123064",33,63,30
"3075","ENSG00000123066",4,6,49
"3076","ENSG00000123080",18,27,46
"3077","ENSG00000123091",29,22,7
"3078","ENSG00000123095",13,2,8
"3079","ENSG00000123104",5,8,36
"3080","ENSG00000123106",12,21,18
"3081","ENSG00000123124",23,20,42
"3082","ENSG00000123130",44,48,56
"3083","ENSG00000123131",52,97,40
"3084","ENSG00000123136",140,121,117
"3085","ENSG00000123143",137,140,109
"3086","ENSG00000123144",98,237,153
"3087","ENSG00000123146",85,98,60
"3088","ENSG00000123159",4,18,2
"3089","ENSG00000123178",23,28,22
"3090","ENSG00000123179",8,13,16
"3091","ENSG00000123200",18,24,49
"3092","ENSG00000123213",18,26,21
"3093","ENSG00000123219",8,27,45
"3094","ENSG00000123240",66,70,89
"3095","ENSG00000123268",37,50,25
"3096","ENSG00000123297",22,34,30
"3097","ENSG00000123329",18,23,20
"3098","ENSG00000123338",51,97,76
"3099","ENSG00000123349",191,254,352
"3100","ENSG00000123352",20,33,42
"3101","ENSG00000123395",26,38,96
"3102","ENSG00000123415",8,7,12
"3103","ENSG00000123416",244,432,294
"3104","ENSG00000123472",31,36,32
"3105","ENSG00000123473",4,7,94
"3106","ENSG00000123485",3,14,16
"3107","ENSG00000123505",69,93,60
"3108","ENSG00000123545",47,104,13
"3109","ENSG00000123562",49,55,52
"3110","ENSG00000123575",9,15,36
"3111","ENSG00000123595",69,53,54
"3112","ENSG00000123600",3,17,27
"3113","ENSG00000123607",7,10,23
"3114","ENSG00000123609",66,135,71
"3115","ENSG00000123636",3,4,50
"3116","ENSG00000123684",30,22,27
"3117","ENSG00000123685",11,17,23
"3118","ENSG00000123728",34,62,20
"3119","ENSG00000123737",46,66,68
"3120","ENSG00000123815",12,18,3
"3121","ENSG00000123836",3,2,1
"3122","ENSG00000123843",10,2,18
"3123","ENSG00000123892",40,40,23
"3124","ENSG00000123908",17,9,31
"3125","ENSG00000123933",9,16,3
"3126","ENSG00000123975",148,162,82
"3127","ENSG00000123983",17,24,27
"3128","ENSG00000123989",10,10,4
"3129","ENSG00000123992",62,68,80
"3130","ENSG00000124067",5,8,14
"3131","ENSG00000124120",6,10,1
"3132","ENSG00000124126",36,57,42
"3133","ENSG00000124145",16,24,16
"3134","ENSG00000124151",42,40,49
"3135","ENSG00000124155",28,34,29
"3136","ENSG00000124160",24,34,34
"3137","ENSG00000124164",24,19,17
"3138","ENSG00000124172",368,701,430
"3139","ENSG00000124177",6,6,23
"3140","ENSG00000124181",24,25,37
"3141","ENSG00000124193",131,96,85
"3142","ENSG00000124198",12,17,20
"3143","ENSG00000124201",19,18,39
"3144","ENSG00000124207",49,111,64
"3145","ENSG00000124208",29,46,63
"3146","ENSG00000124214",46,55,93
"3147","ENSG00000124222",50,31,66
"3148","ENSG00000124226",95,75,32
"3149","ENSG00000124228",63,90,64
"3150","ENSG00000124243",24,32,32
"3151","ENSG00000124275",24,27,23
"3152","ENSG00000124299",19,50,37
"3153","ENSG00000124333",21,31,65
"3154","ENSG00000124334",2,1,3
"3155","ENSG00000124356",33,48,59
"3156","ENSG00000124357",76,70,120
"3157","ENSG00000124380",45,50,32
"3158","ENSG00000124383",63,75,34
"3159","ENSG00000124406",18,21,33
"3160","ENSG00000124422",43,62,33
"3161","ENSG00000124444",7,7,1
"3162","ENSG00000124459",4,2,30
"3163","ENSG00000124486",35,38,51
"3164","ENSG00000124496",2,4,25
"3165","ENSG00000124508",7,14,33
"3166","ENSG00000124523",20,16,18
"3167","ENSG00000124532",26,44,38
"3168","ENSG00000124535",22,41,94
"3169","ENSG00000124541",84,73,59
"3170","ENSG00000124562",159,205,108
"3171","ENSG00000124570",2,4,7
"3172","ENSG00000124571",31,45,44
"3173","ENSG00000124574",7,11,25
"3174","ENSG00000124587",18,18,37
"3175","ENSG00000124588",3,6,25
"3176","ENSG00000124593",117,109,74
"3177","ENSG00000124596",13,20,34
"3178","ENSG00000124641",2,10,17
"3179","ENSG00000124688",28,22,66
"3180","ENSG00000124702",70,96,68
"3181","ENSG00000124733",44,70,15
"3182","ENSG00000124762",170,121,254
"3183","ENSG00000124767",114,158,152
"3184","ENSG00000124772",2,18,14
"3185","ENSG00000124783",49,84,79
"3186","ENSG00000124784",43,37,46
"3187","ENSG00000124786",13,14,35
"3188","ENSG00000124787",11,15,11
"3189","ENSG00000124789",40,48,26
"3190","ENSG00000124795",85,172,63
"3191","ENSG00000124831",26,36,36
"3192","ENSG00000124920",25,15,13
"3193","ENSG00000124942",11,5,2
"3194","ENSG00000125037",55,47,64
"3195","ENSG00000125089",15,13,16
"3196","ENSG00000125107",55,75,67
"3197","ENSG00000125124",12,11,40
"3198","ENSG00000125148",244,99,18
"3199","ENSG00000125149",14,13,18
"3200","ENSG00000125166",109,201,95
"3201","ENSG00000125170",9,5,12
"3202","ENSG00000125246",5,2,11
"3203","ENSG00000125257",11,13,44
"3204","ENSG00000125304",69,111,81
"3205","ENSG00000125347",59,55,39
"3206","ENSG00000125351",31,28,37
"3207","ENSG00000125354",109,161,167
"3208","ENSG00000125356",76,178,122
"3209","ENSG00000125386",14,12,26
"3210","ENSG00000125388",1,2,12
"3211","ENSG00000125434",34,27,76
"3212","ENSG00000125445",79,104,52
"3213","ENSG00000125447",18,26,22
"3214","ENSG00000125450",29,56,56
"3215","ENSG00000125454",13,22,27
"3216","ENSG00000125457",16,27,29
"3217","ENSG00000125458",17,28,5
"3218","ENSG00000125459",37,61,87
"3219","ENSG00000125482",13,16,25
"3220","ENSG00000125485",27,19,16
"3221","ENSG00000125503",30,37,14
"3222","ENSG00000125505",16,19,16
"3223","ENSG00000125534",29,61,10
"3224","ENSG00000125551",11,2,28
"3225","ENSG00000125611",13,25,6
"3226","ENSG00000125629",21,18,38
"3227","ENSG00000125630",25,30,31
"3228","ENSG00000125631",7,11,21
"3229","ENSG00000125633",11,8,21
"3230","ENSG00000125637",29,36,41
"3231","ENSG00000125648",25,41,24
"3232","ENSG00000125651",81,85,48
"3233","ENSG00000125652",24,52,100
"3234","ENSG00000125656",41,102,46
"3235","ENSG00000125657",20,29,37
"3236","ENSG00000125675",1,2,25
"3237","ENSG00000125676",26,34,39
"3238","ENSG00000125686",12,12,7
"3239","ENSG00000125691",1376,1284,1619
"3240","ENSG00000125695",181,132,96
"3241","ENSG00000125703",12,19,36
"3242","ENSG00000125726",52,78,53
"3243","ENSG00000125730",2,2,26
"3244","ENSG00000125733",119,100,94
"3245","ENSG00000125734",39,49,32
"3246","ENSG00000125743",247,225,187
"3247","ENSG00000125744",8,14,11
"3248","ENSG00000125746",34,44,46
"3249","ENSG00000125753",177,170,129
"3250","ENSG00000125755",44,75,48
"3251","ENSG00000125772",23,37,25
"3252","ENSG00000125779",24,25,27
"3253","ENSG00000125814",11,8,41
"3254","ENSG00000125818",75,100,52
"3255","ENSG00000125821",36,61,103
"3256","ENSG00000125826",24,40,32
"3257","ENSG00000125827",29,15,1
"3258","ENSG00000125835",265,419,182
"3259","ENSG00000125844",28,13,35
"3260","ENSG00000125850",8,18,54
"3261","ENSG00000125863",28,21,23
"3262","ENSG00000125868",66,97,66
"3263","ENSG00000125870",90,194,253
"3264","ENSG00000125875",11,7,37
"3265","ENSG00000125877",43,65,63
"3266","ENSG00000125885",11,18,15
"3267","ENSG00000125901",20,14,32
"3268","ENSG00000125912",21,47,24
"3269","ENSG00000125944",67,98,75
"3270","ENSG00000125952",44,37,34
"3271","ENSG00000125962",4,2,23
"3272","ENSG00000125967",5,3,21
"3273","ENSG00000125970",106,155,144
"3274","ENSG00000125971",101,87,76
"3275","ENSG00000125977",87,92,3
"3276","ENSG00000125991",118,169,175
"3277","ENSG00000126001",9,7,25
"3278","ENSG00000126003",10,10,38
"3279","ENSG00000126012",32,33,44
"3280","ENSG00000126067",197,216,265
"3281","ENSG00000126070",9,7,24
"3282","ENSG00000126088",54,62,73
"3283","ENSG00000126091",2,7,22
"3284","ENSG00000126107",31,32,24
"3285","ENSG00000126214",29,36,45
"3286","ENSG00000126215",5,16,25
"3287","ENSG00000126216",14,18,27
"3288","ENSG00000126226",44,68,41
"3289","ENSG00000126246",19,18,4
"3290","ENSG00000126247",310,456,304
"3291","ENSG00000126249",24,41,34
"3292","ENSG00000126254",40,64,35
"3293","ENSG00000126261",88,132,104
"3294","ENSG00000126264",8,13,23
"3295","ENSG00000126267",332,302,298
"3296","ENSG00000126353",118,139,236
"3297","ENSG00000126368",15,10,48
"3298","ENSG00000126391",9,13,9
"3299","ENSG00000126432",182,266,278
"3300","ENSG00000126453",16,19,28
"3301","ENSG00000126456",27,41,34
"3302","ENSG00000126457",151,318,250
"3303","ENSG00000126461",22,30,24
"3304","ENSG00000126464",8,13,4
"3305","ENSG00000126522",24,44,20
"3306","ENSG00000126524",71,74,108
"3307","ENSG00000126561",60,90,107
"3308","ENSG00000126581",34,65,77
"3309","ENSG00000126602",77,158,75
"3310","ENSG00000126653",18,13,34
"3311","ENSG00000126698",176,211,253
"3312","ENSG00000126705",3,4,2
"3313","ENSG00000126709",16,16,8
"3314","ENSG00000126746",19,17,29
"3315","ENSG00000126749",82,157,195
"3316","ENSG00000126756",83,181,152
"3317","ENSG00000126759",10,15,20
"3318","ENSG00000126767",23,41,31
"3319","ENSG00000126768",27,51,37
"3320","ENSG00000126773",30,49,55
"3321","ENSG00000126775",6,3,1
"3322","ENSG00000126777",114,150,92
"3323","ENSG00000126787",6,36,14
"3324","ENSG00000126821",10,25,39
"3325","ENSG00000126858",16,21,32
"3326","ENSG00000126870",8,5,6
"3327","ENSG00000126883",21,24,44
"3328","ENSG00000126934",51,112,91
"3329","ENSG00000127022",220,305,186
"3330","ENSG00000127054",52,61,44
"3331","ENSG00000127080",9,11,23
"3332","ENSG00000127084",8,12,1
"3333","ENSG00000127125",26,25,9
"3334","ENSG00000127184",291,387,410
"3335","ENSG00000127191",21,34,31
"3336","ENSG00000127220",9,11,4
"3337","ENSG00000127249",1,2,46
"3338","ENSG00000127314",102,132,137
"3339","ENSG00000127328",16,21,35
"3340","ENSG00000127337",21,43,12
"3341","ENSG00000127399",11,17,1
"3342","ENSG00000127415",6,3,7
"3343","ENSG00000127419",8,11,2
"3344","ENSG00000127445",11,74,13
"3345","ENSG00000127452",6,6,2
"3346","ENSG00000127463",23,17,43
"3347","ENSG00000127481",37,38,54
"3348","ENSG00000127483",42,63,69
"3349","ENSG00000127507",3,4,14
"3350","ENSG00000127511",22,13,24
"3351","ENSG00000127527",27,23,35
"3352","ENSG00000127554",26,20,24
"3353","ENSG00000127586",5,11,34
"3354","ENSG00000127603",21,27,59
"3355","ENSG00000127616",32,63,27
"3356","ENSG00000127663",26,24,24
"3357","ENSG00000127720",5,5,30
"3358","ENSG00000127804",9,12,15
"3359","ENSG00000127824",34,115,110
"3360","ENSG00000127837",102,136,120
"3361","ENSG00000127838",58,38,50
"3362","ENSG00000127870",17,25,11
"3363","ENSG00000127884",79,163,129
"3364","ENSG00000127914",12,14,17
"3365","ENSG00000127922",63,130,73
"3366","ENSG00000127928",3,7,103
"3367","ENSG00000127946",2,3,18
"3368","ENSG00000127947",30,24,34
"3369","ENSG00000127948",34,36,28
"3370","ENSG00000127952",19,37,73
"3371","ENSG00000127957",9,7,22
"3372","ENSG00000127980",7,9,16
"3373","ENSG00000127990",18,27,42
"3374","ENSG00000127995",9,10,23
"3375","ENSG00000128050",126,227,168
"3376","ENSG00000128059",33,42,19
"3377","ENSG00000128159",21,22,23
"3378","ENSG00000128185",10,18,2
"3379","ENSG00000128191",18,30,28
"3380","ENSG00000128203",19,6,30
"3381","ENSG00000128228",22,38,23
"3382","ENSG00000128245",30,124,49
"3383","ENSG00000128272",577,236,369
"3384","ENSG00000128274",2,3,3
"3385","ENSG00000128284",7,18,34
"3386","ENSG00000128294",8,19,32
"3387","ENSG00000128309",10,26,37
"3388","ENSG00000128335",21,17,40
"3389","ENSG00000128340",180,266,124
"3390","ENSG00000128438",10,13,20
"3391","ENSG00000128463",52,52,80
"3392","ENSG00000128487",3,9,49
"3393","ENSG00000128512",3,3,10
"3394","ENSG00000128513",23,27,68
"3395","ENSG00000128534",159,58,101
"3396","ENSG00000128563",19,17,30
"3397","ENSG00000128578",4,5,21
"3398","ENSG00000128581",15,21,22
"3399","ENSG00000128585",21,16,29
"3400","ENSG00000128590",44,28,144
"3401","ENSG00000128591",1,2,1
"3402","ENSG00000128595",18,24,20
"3403","ENSG00000128596",1,1,13
"3404","ENSG00000128602",7,5,43
"3405","ENSG00000128604",67,80,46
"3406","ENSG00000128607",14,6,16
"3407","ENSG00000128609",49,82,106
"3408","ENSG00000128654",46,73,100
"3409","ENSG00000128699",41,41,52
"3410","ENSG00000128731",7,12,18
"3411","ENSG00000128739",49,68,61
"3412","ENSG00000128789",40,56,93
"3413","ENSG00000128791",20,20,31
"3414","ENSG00000128815",37,53,30
"3415","ENSG00000128829",25,42,25
"3416","ENSG00000128886",16,10,61
"3417","ENSG00000128891",44,58,42
"3418","ENSG00000128908",13,16,30
"3419","ENSG00000128915",11,16,17
"3420","ENSG00000128928",14,23,36
"3421","ENSG00000128944",16,37,34
"3422","ENSG00000128951",74,220,94
"3423","ENSG00000128989",34,31,44
"3424","ENSG00000129003",11,12,34
"3425","ENSG00000129007",8,7,19
"3426","ENSG00000129055",24,47,37
"3427","ENSG00000129071",39,41,58
"3428","ENSG00000129083",103,149,166
"3429","ENSG00000129084",184,234,208
"3430","ENSG00000129103",29,31,113
"3431","ENSG00000129116",3,2,1
"3432","ENSG00000129128",41,70,54
"3433","ENSG00000129158",10,13,43
"3434","ENSG00000129187",36,40,78
"3435","ENSG00000129197",34,47,40
"3436","ENSG00000129214",33,30,75
"3437","ENSG00000129219",10,10,20
"3438","ENSG00000129235",57,71,48
"3439","ENSG00000129245",35,33,46
"3440","ENSG00000129250",49,84,68
"3441","ENSG00000129255",32,42,51
"3442","ENSG00000129277",51,98,126
"3443","ENSG00000129282",13,24,22
"3444","ENSG00000129292",9,10,27
"3445","ENSG00000129315",4,10,8
"3446","ENSG00000129347",39,41,34
"3447","ENSG00000129351",106,105,83
"3448","ENSG00000129353",63,64,18
"3449","ENSG00000129460",66,90,26
"3450","ENSG00000129467",4,1,13
"3451","ENSG00000129472",25,16,81
"3452","ENSG00000129484",22,45,36
"3453","ENSG00000129493",3,3,22
"3454","ENSG00000129515",63,79,64
"3455","ENSG00000129518",36,50,35
"3456","ENSG00000129534",16,30,37
"3457","ENSG00000129535",17,51,32
"3458","ENSG00000129562",117,130,258
"3459","ENSG00000129566",10,9,21
"3460","ENSG00000129595",46,20,50
"3461","ENSG00000129625",78,138,145
"3462","ENSG00000129636",20,29,69
"3463","ENSG00000129657",17,15,32
"3464","ENSG00000129667",19,23,11
"3465","ENSG00000129680",8,14,24
"3466","ENSG00000129691",16,32,34
"3467","ENSG00000129696",21,28,26
"3468","ENSG00000129810",5,8,17
"3469","ENSG00000129925",21,33,10
"3470","ENSG00000129933",17,21,13
"3471","ENSG00000129968",12,28,3
"3472","ENSG00000129993",7,10,8
"3473","ENSG00000130005",9,17,36
"3474","ENSG00000130021",7,14,19
"3475","ENSG00000130023",17,20,47
"3476","ENSG00000130024",30,35,25
"3477","ENSG00000130066",161,83,28
"3478","ENSG00000130119",9,10,27
"3479","ENSG00000130150",7,9,18
"3480","ENSG00000130158",5,5,11
"3481","ENSG00000130159",16,25,37
"3482","ENSG00000130164",29,27,10
"3483","ENSG00000130165",30,49,71
"3484","ENSG00000130175",152,127,95
"3485","ENSG00000130177",39,52,59
"3486","ENSG00000130204",144,142,74
"3487","ENSG00000130227",28,41,44
"3488","ENSG00000130244",7,12,3
"3489","ENSG00000130254",40,39,47
"3490","ENSG00000130255",318,337,322
"3491","ENSG00000130299",4,10,1
"3492","ENSG00000130303",272,314,427
"3493","ENSG00000130305",59,58,47
"3494","ENSG00000130307",31,55,93
"3495","ENSG00000130309",13,18,14
"3496","ENSG00000130311",29,44,49
"3497","ENSG00000130313",39,109,44
"3498","ENSG00000130338",3,4,15
"3499","ENSG00000130340",53,24,20
"3500","ENSG00000130348",14,30,2
"3501","ENSG00000130349",7,18,52
"3502","ENSG00000130382",20,27,8
"3503","ENSG00000130383",87,156,53
"3504","ENSG00000130396",16,11,31
"3505","ENSG00000130402",80,140,70
"3506","ENSG00000130413",8,10,14
"3507","ENSG00000130414",73,133,117
"3508","ENSG00000130429",120,337,152
"3509","ENSG00000130475",8,20,8
"3510","ENSG00000130479",21,33,44
"3511","ENSG00000130489",2,8,25
"3512","ENSG00000130508",2,2,1
"3513","ENSG00000130511",11,21,3
"3514","ENSG00000130520",7,51,64
"3515","ENSG00000130559",12,8,30
"3516","ENSG00000130560",47,58,25
"3517","ENSG00000130589",4,4,3
"3518","ENSG00000130592",72,364,524
"3519","ENSG00000130638",91,165,126
"3520","ENSG00000130640",20,35,27
"3521","ENSG00000130653",2,2,17
"3522","ENSG00000130669",8,9,2
"3523","ENSG00000130684",13,6,12
"3524","ENSG00000130695",8,14,23
"3525","ENSG00000130699",11,18,29
"3526","ENSG00000130703",18,18,26
"3527","ENSG00000130706",71,115,41
"3528","ENSG00000130707",23,257,16
"3529","ENSG00000130713",26,34,18
"3530","ENSG00000130714",12,8,38
"3531","ENSG00000130717",20,28,25
"3532","ENSG00000130723",18,26,33
"3533","ENSG00000130724",50,96,70
"3534","ENSG00000130725",136,202,225
"3535","ENSG00000130726",201,299,146
"3536","ENSG00000130731",17,34,26
"3537","ENSG00000130733",13,16,18
"3538","ENSG00000130734",15,23,11
"3539","ENSG00000130741",145,216,129
"3540","ENSG00000130749",10,10,12
"3541","ENSG00000130755",34,76,107
"3542","ENSG00000130758",6,5,16
"3543","ENSG00000130764",44,59,18
"3544","ENSG00000130766",24,27,29
"3545","ENSG00000130768",2,1,32
"3546","ENSG00000130770",20,86,48
"3547","ENSG00000130775",40,32,54
"3548","ENSG00000130779",15,19,36
"3549","ENSG00000130787",2,6,7
"3550","ENSG00000130803",18,15,13
"3551","ENSG00000130811",134,213,135
"3552","ENSG00000130812",22,17,1
"3553","ENSG00000130813",21,36,20
"3554","ENSG00000130816",26,54,24
"3555","ENSG00000130826",104,159,88
"3556","ENSG00000130827",19,10,15
"3557","ENSG00000130830",13,12,18
"3558","ENSG00000130844",4,2,4
"3559","ENSG00000130856",4,3,18
"3560","ENSG00000130921",8,20,59
"3561","ENSG00000130935",68,94,76
"3562","ENSG00000130939",15,26,37
"3563","ENSG00000130940",4,6,9
"3564","ENSG00000130956",19,21,59
"3565","ENSG00000130958",19,21,38
"3566","ENSG00000130985",97,170,143
"3567","ENSG00000130997",4,6,58
"3568","ENSG00000131013",53,34,40
"3569","ENSG00000131018",2,4,20
"3570","ENSG00000131043",20,17,56
"3571","ENSG00000131051",129,129,103
"3572","ENSG00000131067",6,6,12
"3573","ENSG00000131069",9,6,22
"3574","ENSG00000131089",3,7,27
"3575","ENSG00000131100",230,211,279
"3576","ENSG00000131116",8,24,1
"3577","ENSG00000131143",260,432,834
"3578","ENSG00000131148",27,59,47
"3579","ENSG00000131149",16,13,36
"3580","ENSG00000131153",28,98,48
"3581","ENSG00000131165",73,68,69
"3582","ENSG00000131171",53,152,96
"3583","ENSG00000131174",113,226,130
"3584","ENSG00000131196",5,7,20
"3585","ENSG00000131236",160,218,239
"3586","ENSG00000131238",60,82,57
"3587","ENSG00000131263",4,5,28
"3588","ENSG00000131269",29,32,43
"3589","ENSG00000131323",31,55,43
"3590","ENSG00000131351",10,19,13
"3591","ENSG00000131368",25,105,57
"3592","ENSG00000131370",8,17,24
"3593","ENSG00000131373",19,43,64
"3594","ENSG00000131374",7,12,32
"3595","ENSG00000131375",11,12,20
"3596","ENSG00000131378",59,100,157
"3597","ENSG00000131381",4,3,18
"3598","ENSG00000131389",10,6,24
"3599","ENSG00000131408",20,33,31
"3600","ENSG00000131446",6,9,38
"3601","ENSG00000131462",43,127,68
"3602","ENSG00000131467",66,197,68
"3603","ENSG00000131469",786,1954,1672
"3604","ENSG00000131470",12,11,11
"3605","ENSG00000131473",88,137,59
"3606","ENSG00000131475",98,117,56
"3607","ENSG00000131495",27,31,64
"3608","ENSG00000131503",30,30,24
"3609","ENSG00000131504",51,80,67
"3610","ENSG00000131507",13,22,28
"3611","ENSG00000131508",68,98,100
"3612","ENSG00000131558",13,27,34
"3613","ENSG00000131584",11,12,16
"3614","ENSG00000131626",19,13,22
"3615","ENSG00000131652",34,40,12
"3616","ENSG00000131653",57,87,69
"3617","ENSG00000131669",110,34,14
"3618","ENSG00000131697",2,3,7
"3619","ENSG00000131711",2,6,19
"3620","ENSG00000131725",10,16,50
"3621","ENSG00000131732",22,26,77
"3622","ENSG00000131747",15,74,27
"3623","ENSG00000131748",32,36,20
"3624","ENSG00000131759",41,46,20
"3625","ENSG00000131778",19,34,49
"3626","ENSG00000131779",32,49,46
"3627","ENSG00000131788",11,7,12
"3628","ENSG00000131791",4,2,20
"3629","ENSG00000131795",141,240,117
"3630","ENSG00000131828",112,98,106
"3631","ENSG00000131844",45,70,47
"3632","ENSG00000131871",70,91,90
"3633","ENSG00000131873",6,7,12
"3634","ENSG00000131876",50,75,107
"3635","ENSG00000131899",3,3,3
"3636","ENSG00000131979",12,19,51
"3637","ENSG00000131981",116,129,70
"3638","ENSG00000132002",32,69,90
"3639","ENSG00000132003",9,10,4
"3640","ENSG00000132004",10,8,20
"3641","ENSG00000132005",5,4,3
"3642","ENSG00000132017",25,29,28
"3643","ENSG00000132024",15,20,13
"3644","ENSG00000132109",24,41,50
