"gene","GM18558","GM18960","GM19240"
"6475","ENSG00000170473",6,14,13
"6476","ENSG00000170476",10,50,128
"6477","ENSG00000170502",39,48,60
"6478","ENSG00000170515",254,441,260
"6479","ENSG00000170525",29,16,20
"6480","ENSG00000170542",90,85,42
"6481","ENSG00000170579",4,4,42
"6482","ENSG00000170581",14,23,55
"6483","ENSG00000170584",29,72,22
"6484","ENSG00000170606",131,233,148
"6485","ENSG00000170629",4,3,16
"6486","ENSG00000170633",26,42,47
"6487","ENSG00000170638",31,46,14
"6488","ENSG00000170667",12,16,45
"6489","ENSG00000170727",43,108,29
"6490","ENSG00000170734",12,15,44
"6491","ENSG00000170759",71,75,50
"6492","ENSG00000170776",56,34,27
"6493","ENSG00000170779",6,8,5
"6494","ENSG00000170791",23,20,47
"6495","ENSG00000170802",9,9,23
"6496","ENSG00000170827",4,4,50
"6497","ENSG00000170832",26,19,30
"6498","ENSG00000170835",5,2,25
"6499","ENSG00000170836",12,16,29
"6500","ENSG00000170854",32,28,31
"6501","ENSG00000170860",68,94,119
"6502","ENSG00000170871",10,7,48
"6503","ENSG00000170876",57,53,47
"6504","ENSG00000170881",8,9,34
"6505","ENSG00000170889",321,603,511
"6506","ENSG00000170892",22,49,1
"6507","ENSG00000170903",14,13,42
"6508","ENSG00000170906",22,37,64
"6509","ENSG00000170917",4,6,11
"6510","ENSG00000170919",9,5,26
"6511","ENSG00000170946",8,6,37
"6512","ENSG00000170949",8,5,13
"6513","ENSG00000171055",7,13,18
"6514","ENSG00000171056",28,44,46
"6515","ENSG00000171067",11,10,38
"6516","ENSG00000171097",5,8,10
"6517","ENSG00000171100",3,3,60
"6518","ENSG00000171103",10,20,67
"6519","ENSG00000171105",9,8,23
"6520","ENSG00000171109",71,59,39
"6521","ENSG00000171132",3,6,10
"6522","ENSG00000171148",29,66,62
"6523","ENSG00000171155",4,9,23
"6524","ENSG00000171159",9,20,13
"6525","ENSG00000171161",11,20,18
"6526","ENSG00000171163",16,20,40
"6527","ENSG00000171169",4,4,22
"6528","ENSG00000171202",37,44,30
"6529","ENSG00000171204",36,55,33
"6530","ENSG00000171206",33,20,27
"6531","ENSG00000171208",22,37,53
"6532","ENSG00000171241",7,27,12
"6533","ENSG00000171262",36,72,39
"6534","ENSG00000171295",2,1,26
"6535","ENSG00000171298",10,4,6
"6536","ENSG00000171307",17,29,36
"6537","ENSG00000171311",52,75,71
"6538","ENSG00000171314",326,362,507
"6539","ENSG00000171316",7,13,34
"6540","ENSG00000171320",3,23,60
"6541","ENSG00000171453",58,77,75
"6542","ENSG00000171456",15,11,46
"6543","ENSG00000171467",19,26,41
"6544","ENSG00000171469",5,8,40
"6545","ENSG00000171475",13,10,39
"6546","ENSG00000171488",4,10,35
"6547","ENSG00000171490",198,263,122
"6548","ENSG00000171497",84,96,59
"6549","ENSG00000171502",15,6,37
"6550","ENSG00000171503",21,19,45
"6551","ENSG00000171530",146,120,119
"6552","ENSG00000171552",10,18,128
"6553","ENSG00000171566",85,100,59
"6554","ENSG00000171570",71,62,75
"6555","ENSG00000171603",27,32,27
"6556","ENSG00000171604",13,20,18
"6557","ENSG00000171606",10,14,17
"6558","ENSG00000171608",57,64,52
"6559","ENSG00000171612",30,28,40
"6560","ENSG00000171634",19,20,26
"6561","ENSG00000171681",20,24,27
"6562","ENSG00000171700",12,22,10
"6563","ENSG00000171703",16,14,7
"6564","ENSG00000171720",45,50,55
"6565","ENSG00000171723",24,38,39
"6566","ENSG00000171735",24,21,26
"6567","ENSG00000171763",21,18,23
"6568","ENSG00000171766",54,70,50
"6569","ENSG00000171777",1,2,7
"6570","ENSG00000171791",14,9,111
"6571","ENSG00000171792",6,15,19
"6572","ENSG00000171793",38,80,61
"6573","ENSG00000171811",2,1,13
"6574","ENSG00000171824",54,78,50
"6575","ENSG00000171843",31,32,42
"6576","ENSG00000171848",20,175,79
"6577","ENSG00000171853",28,27,30
"6578","ENSG00000171858",738,866,562
"6579","ENSG00000171861",30,32,24
"6580","ENSG00000171862",82,112,84
"6581","ENSG00000171863",1337,1764,1551
"6582","ENSG00000171865",23,35,57
"6583","ENSG00000171928",52,54,21
"6584","ENSG00000171940",16,22,15
"6585","ENSG00000171953",9,15,38
"6586","ENSG00000171960",49,73,33
"6587","ENSG00000171984",6,8,36
"6588","ENSG00000171988",24,22,35
"6589","ENSG00000172005",59,39,52
"6590","ENSG00000172009",34,94,48
"6591","ENSG00000172046",27,33,34
"6592","ENSG00000172053",134,186,97
"6593","ENSG00000172057",75,71,54
"6594","ENSG00000172058",25,22,22
"6595","ENSG00000172062",96,112,68
"6596","ENSG00000172071",8,14,30
"6597","ENSG00000172081",56,74,32
"6598","ENSG00000172113",4,5,32
"6599","ENSG00000172115",418,227,348
"6600","ENSG00000172167",4,9,27
"6601","ENSG00000172171",19,13,40
"6602","ENSG00000172172",107,91,49
"6603","ENSG00000172175",55,82,76
"6604","ENSG00000172183",33,47,26
"6605","ENSG00000172197",7,12,29
"6606","ENSG00000172239",122,126,76
"6607","ENSG00000172250",2,2,15
"6608","ENSG00000172262",18,16,32
"6609","ENSG00000172269",13,25,37
"6610","ENSG00000172270",157,217,122
"6611","ENSG00000172273",17,13,17
"6612","ENSG00000172292",29,20,29
"6613","ENSG00000172301",52,26,18
"6614","ENSG00000172315",14,17,36
"6615","ENSG00000172340",11,34,36
"6616","ENSG00000172345",4,8,28
"6617","ENSG00000172349",36,49,11
"6618","ENSG00000172354",176,192,78
"6619","ENSG00000172366",12,24,13
"6620","ENSG00000172375",8,9,10
"6621","ENSG00000172382",2,3,1
"6622","ENSG00000172409",22,18,18
"6623","ENSG00000172428",43,36,66
"6624","ENSG00000172432",17,23,29
"6625","ENSG00000172456",2,5,14
"6626","ENSG00000172465",8,8,24
"6627","ENSG00000172466",20,15,14
"6628","ENSG00000172493",12,12,27
"6629","ENSG00000172500",48,98,69
"6630","ENSG00000172530",5,7,12
"6631","ENSG00000172531",67,111,158
"6632","ENSG00000172534",10,21,15
"6633","ENSG00000172575",14,23,56
"6634","ENSG00000172578",6,10,22
"6635","ENSG00000172586",64,124,88
"6636","ENSG00000172590",18,31,14
"6637","ENSG00000172602",7,8,9
"6638","ENSG00000172613",13,15,20
"6639","ENSG00000172638",9,2,4
"6640","ENSG00000172660",99,171,148
"6641","ENSG00000172661",45,52,56
"6642","ENSG00000172663",11,15,6
"6643","ENSG00000172667",11,11,45
"6644","ENSG00000172687",8,9,14
"6645","ENSG00000172716",12,18,26
"6646","ENSG00000172725",31,43,33
"6647","ENSG00000172728",4,5,31
"6648","ENSG00000172732",47,49,43
"6649","ENSG00000172757",268,535,706
"6650","ENSG00000172765",3,4,18
"6651","ENSG00000172775",24,53,40
"6652","ENSG00000172785",38,31,85
"6653","ENSG00000172794",1,2,11
"6654","ENSG00000172795",7,9,19
"6655","ENSG00000172809",864,770,511
"6656","ENSG00000172817",25,18,43
"6657","ENSG00000172831",11,18,58
"6658","ENSG00000172845",30,25,16
"6659","ENSG00000172869",11,14,37
"6660","ENSG00000172888",3,3,59
"6661","ENSG00000172890",26,50,57
"6662","ENSG00000172893",30,48,22
"6663","ENSG00000172922",21,34,24
"6664","ENSG00000172932",24,29,25
"6665","ENSG00000172936",18,18,34
"6666","ENSG00000172939",44,30,26
"6667","ENSG00000172943",17,20,30
"6668","ENSG00000172977",34,40,37
"6669","ENSG00000172986",32,8,15
"6670","ENSG00000172992",14,23,14
"6671","ENSG00000173020",91,137,88
"6672","ENSG00000173039",48,59,26
"6673","ENSG00000173064",7,8,18
"6674","ENSG00000173065",2,3,21
"6675","ENSG00000173113",241,312,132
"6676","ENSG00000173120",28,31,41
"6677","ENSG00000173145",33,49,38
"6678","ENSG00000173153",15,24,1
"6679","ENSG00000173163",15,16,92
"6680","ENSG00000173171",59,72,78
"6681","ENSG00000173193",45,61,54
"6682","ENSG00000173200",18,23,42
"6683","ENSG00000173207",42,74,54
"6684","ENSG00000173208",1,2,36
"6685","ENSG00000173209",34,39,66
"6686","ENSG00000173214",8,3,18
"6687","ENSG00000173226",31,41,52
"6688","ENSG00000173230",21,26,52
"6689","ENSG00000173258",7,12,30
"6690","ENSG00000173264",13,12,18
"6691","ENSG00000173273",9,9,35
"6692","ENSG00000173327",27,25,10
"6693","ENSG00000173406",14,22,26
"6694","ENSG00000173418",60,122,40
"6695","ENSG00000173442",15,26,23
"6696","ENSG00000173457",117,207,100
"6697","ENSG00000173465",6,29,9
"6698","ENSG00000173473",45,81,48
"6699","ENSG00000173486",49,54,51
"6700","ENSG00000173511",34,41,22
"6701","ENSG00000173531",6,5,12
"6702","ENSG00000173545",75,94,51
"6703","ENSG00000173548",3,3,16
"6704","ENSG00000173559",20,12,21
"6705","ENSG00000173575",23,14,29
"6706","ENSG00000173581",30,25,32
"6707","ENSG00000173588",9,12,1
"6708","ENSG00000173598",59,54,21
"6709","ENSG00000173599",2,4,12
"6710","ENSG00000173614",12,9,1
"6711","ENSG00000173653",19,16,12
"6712","ENSG00000173660",278,283,283
"6713","ENSG00000173674",71,121,82
"6714","ENSG00000173692",67,128,114
"6715","ENSG00000173706",6,10,8
"6716","ENSG00000173715",4,6,60
"6717","ENSG00000173726",126,136,48
"6718","ENSG00000173744",63,63,87
"6719","ENSG00000173757",28,37,53
"6720","ENSG00000173786",34,38,49
"6721","ENSG00000173801",492,219,915
"6722","ENSG00000173809",1,3,19
"6723","ENSG00000173818",5,5,15
"6724","ENSG00000173821",14,19,45
"6725","ENSG00000173846",19,19,26
"6726","ENSG00000173848",5,9,32
"6727","ENSG00000173852",6,7,29
"6728","ENSG00000173867",21,65,33
"6729","ENSG00000173889",6,7,27
"6730","ENSG00000173890",2,4,28
"6731","ENSG00000173905",21,30,27
"6732","ENSG00000173914",5,12,16
"6733","ENSG00000173915",110,117,156
"6734","ENSG00000173933",3,4,56
"6735","ENSG00000173950",8,8,9
"6736","ENSG00000173992",22,34,47
"6737","ENSG00000174021",214,321,133
"6738","ENSG00000174032",8,8,20
"6739","ENSG00000174083",19,45,71
"6740","ENSG00000174093",19,25,73
"6741","ENSG00000174100",38,60,80
"6742","ENSG00000174111",6,4,24
"6743","ENSG00000174123",10,12,1
"6744","ENSG00000174125",6,4,10
"6745","ENSG00000174132",12,12,24
"6746","ENSG00000174177",15,26,11
"6747","ENSG00000174194",7,10,37
"6748","ENSG00000174196",116,70,12
"6749","ENSG00000174197",6,9,13
"6750","ENSG00000174227",8,11,38
"6751","ENSG00000174231",91,130,74
"6752","ENSG00000174233",8,7,14
"6753","ENSG00000174238",54,74,70
"6754","ENSG00000174243",65,90,56
"6755","ENSG00000174282",12,6,15
"6756","ENSG00000174353",11,8,54
"6757","ENSG00000174365",13,10,29
"6758","ENSG00000174368",4,10,36
"6759","ENSG00000174373",9,8,13
"6760","ENSG00000174374",33,63,61
"6761","ENSG00000174428",8,7,24
"6762","ENSG00000174437",94,97,73
"6763","ENSG00000174442",14,39,21
"6764","ENSG00000174444",1067,1410,2223
"6765","ENSG00000174485",26,40,39
"6766","ENSG00000174500",8,14,41
"6767","ENSG00000174501",2,3,33
"6768","ENSG00000174547",31,54,38
"6769","ENSG00000174574",77,94,75
"6770","ENSG00000174652",8,10,2
"6771","ENSG00000174669",6,4,5
"6772","ENSG00000174695",72,82,52
"6773","ENSG00000174718",28,21,21
"6774","ENSG00000174720",41,58,61
"6775","ENSG00000174744",94,90,71
"6776","ENSG00000174749",5,8,5
"6777","ENSG00000174775",34,30,32
"6778","ENSG00000174780",68,104,62
"6779","ENSG00000174839",4,7,23
"6780","ENSG00000174840",26,30,35
"6781","ENSG00000174842",15,19,32
"6782","ENSG00000174851",34,63,64
"6783","ENSG00000174871",10,17,39
"6784","ENSG00000174876",7,1,21
"6785","ENSG00000174891",14,18,31
"6786","ENSG00000174903",116,121,129
"6787","ENSG00000174915",22,21,34
"6788","ENSG00000174939",11,13,34
"6789","ENSG00000174943",7,7,43
"6790","ENSG00000174953",28,42,47
"6791","ENSG00000174996",34,32,27
"6792","ENSG00000175054",8,14,36
"6793","ENSG00000175061",287,453,580
"6794","ENSG00000175063",18,113,12
"6795","ENSG00000175073",16,11,9
"6796","ENSG00000175104",6,9,22
"6797","ENSG00000175110",38,56,68
"6798","ENSG00000175115",27,61,59
"6799","ENSG00000175130",64,64,80
"6800","ENSG00000175137",17,15,14
"6801","ENSG00000175193",37,64,22
"6802","ENSG00000175197",20,11,82
"6803","ENSG00000175198",5,9,12
"6804","ENSG00000175203",92,142,128
"6805","ENSG00000175215",15,32,12
"6806","ENSG00000175216",31,56,37
"6807","ENSG00000175220",15,24,22
"6808","ENSG00000175221",12,29,8
"6809","ENSG00000175224",27,32,47
"6810","ENSG00000175265",187,73,118
"6811","ENSG00000175309",12,14,14
"6812","ENSG00000175322",1,1,22
"6813","ENSG00000175324",67,69,78
"6814","ENSG00000175334",87,136,150
"6815","ENSG00000175348",25,39,46
"6816","ENSG00000175354",28,52,49
"6817","ENSG00000175376",22,13,35
"6818","ENSG00000175387",46,46,27
"6819","ENSG00000175390",318,399,392
"6820","ENSG00000175414",62,79,102
"6821","ENSG00000175416",20,19,10
"6822","ENSG00000175455",13,13,27
"6823","ENSG00000175467",59,73,39
"6824","ENSG00000175470",22,21,16
"6825","ENSG00000175471",24,13,27
"6826","ENSG00000175482",41,72,39
"6827","ENSG00000175550",89,119,65
"6828","ENSG00000175567",44,61,137
"6829","ENSG00000175575",15,25,20
"6830","ENSG00000175581",23,38,29
"6831","ENSG00000175582",42,44,63
"6832","ENSG00000175592",19,6,9
"6833","ENSG00000175606",20,28,12
"6834","ENSG00000175634",31,53,42
"6835","ENSG00000175662",5,5,6
"6836","ENSG00000175711",3,7,30
"6837","ENSG00000175764",3,3,18
"6838","ENSG00000175782",8,11,18
"6839","ENSG00000175792",45,114,85
"6840","ENSG00000175806",2,14,34
"6841","ENSG00000175826",106,82,107
"6842","ENSG00000175854",20,18,7
"6843","ENSG00000175893",11,10,16
"6844","ENSG00000175931",15,15,25
"6845","ENSG00000175970",11,13,39
"6846","ENSG00000176014",59,60,48
"6847","ENSG00000176020",10,32,29
"6848","ENSG00000176058",25,26,1
"6849","ENSG00000176095",14,18,16
"6850","ENSG00000176101",59,104,78
"6851","ENSG00000176102",29,37,38
"6852","ENSG00000176105",12,10,20
"6853","ENSG00000176108",12,14,36
"6854","ENSG00000176142",16,21,22
"6855","ENSG00000176148",31,34,46
"6856","ENSG00000176155",3,3,9
"6857","ENSG00000176171",96,83,70
"6858","ENSG00000176208",4,7,42
"6859","ENSG00000176209",20,32,50
"6860","ENSG00000176222",2,1,48
"6861","ENSG00000176225",12,17,40
"6862","ENSG00000176248",23,34,7
"6863","ENSG00000176261",27,33,28
"6864","ENSG00000176340",88,289,147
"6865","ENSG00000176386",22,35,88
"6866","ENSG00000176390",18,26,28
"6867","ENSG00000176393",33,42,45
"6868","ENSG00000176407",85,74,96
"6869","ENSG00000176438",4,7,7
"6870","ENSG00000176444",43,43,30
"6871","ENSG00000176454",22,35,31
"6872","ENSG00000176473",4,8,15
"6873","ENSG00000176476",24,24,8
"6874","ENSG00000176485",32,13,54
"6875","ENSG00000176531",5,8,8
"6876","ENSG00000176533",16,20,28
"6877","ENSG00000176619",22,56,22
"6878","ENSG00000176623",33,37,56
"6879","ENSG00000176624",15,21,25
"6880","ENSG00000176658",6,18,15
"6881","ENSG00000176715",11,17,35
"6882","ENSG00000176731",39,43,98
"6883","ENSG00000176783",28,41,24
"6884","ENSG00000176853",30,30,28
"6885","ENSG00000176871",35,52,22
"6886","ENSG00000176890",82,266,125
"6887","ENSG00000176894",31,44,11
"6888","ENSG00000176915",45,41,58
"6889","ENSG00000176946",31,59,29
"6890","ENSG00000176953",20,38,36
"6891","ENSG00000176974",3,10,35
"6892","ENSG00000176978",48,96,22
"6893","ENSG00000176986",72,68,71
"6894","ENSG00000177000",3,4,3
"6895","ENSG00000177030",11,19,30
"6896","ENSG00000177051",2,4,39
"6897","ENSG00000177054",14,19,33
"6898","ENSG00000177058",10,12,26
"6899","ENSG00000177082",12,14,8
"6900","ENSG00000177084",12,19,16
"6901","ENSG00000177103",3,3,31
"6902","ENSG00000177105",64,46,52
"6903","ENSG00000177106",4,4,3
"6904","ENSG00000177119",19,18,28
"6905","ENSG00000177150",12,17,22
"6906","ENSG00000177156",207,225,309
"6907","ENSG00000177169",4,6,1
"6908","ENSG00000177189",30,24,34
"6909","ENSG00000177192",23,11,21
"6910","ENSG00000177200",8,7,31
"6911","ENSG00000177225",9,16,3
"6912","ENSG00000177239",5,14,15
"6913","ENSG00000177302",11,14,28
"6914","ENSG00000177311",4,7,29
"6915","ENSG00000177370",33,44,36
"6916","ENSG00000177410",125,125,155
"6917","ENSG00000177425",13,29,48
"6918","ENSG00000177455",120,112,95
"6919","ENSG00000177463",6,8,63
"6920","ENSG00000177479",24,32,32
"6921","ENSG00000177548",32,43,27
"6922","ENSG00000177556",42,77,50
"6923","ENSG00000177565",13,19,35
"6924","ENSG00000177570",1,4,19
"6925","ENSG00000177576",42,48,76
"6926","ENSG00000177595",4,13,8
"6927","ENSG00000177600",1218,1076,517
"6928","ENSG00000177628",14,24,66
"6929","ENSG00000177646",16,37,52
"6930","ENSG00000177666",25,28,5
"6931","ENSG00000177675",4,10,28
"6932","ENSG00000177694",15,15,23
"6933","ENSG00000177697",65,44,35
"6934","ENSG00000177700",42,132,4
"6935","ENSG00000177728",16,15,12
"6936","ENSG00000177731",58,62,51
"6937","ENSG00000177830",23,26,28
"6938","ENSG00000177853",92,91,147
"6939","ENSG00000177868",24,23,51
"6940","ENSG00000177879",89,92,114
"6941","ENSG00000177885",107,183,129
"6942","ENSG00000177889",110,230,315
"6943","ENSG00000177917",17,30,62
"6944","ENSG00000177951",21,12,77
"6945","ENSG00000177954",1604,1581,1794
"6946","ENSG00000177963",45,51,56
"6947","ENSG00000177981",10,12,82
"6948","ENSG00000178028",20,26,46
"6949","ENSG00000178035",169,196,147
"6950","ENSG00000178057",34,89,28
"6951","ENSG00000178074",12,8,14
"6952","ENSG00000178078",8,9,4
"6953","ENSG00000178104",5,5,25
"6954","ENSG00000178105",19,29,21
"6955","ENSG00000178125",66,80,108
"6956","ENSG00000178127",85,208,182
"6957","ENSG00000178149",16,25,32
"6958","ENSG00000178150",13,12,47
"6959","ENSG00000178177",3,2,21
"6960","ENSG00000178188",23,17,20
"6961","ENSG00000178209",12,8,21
"6962","ENSG00000178233",8,16,9
"6963","ENSG00000178234",10,11,40
"6964","ENSG00000178252",62,69,65
"6965","ENSG00000178307",6,16,5
"6966","ENSG00000178381",42,47,128
"6967","ENSG00000178425",47,117,83
"6968","ENSG00000178429",1,2,4
"6969","ENSG00000178445",8,29,48
"6970","ENSG00000178449",22,88,176
"6971","ENSG00000178464",1,3,4
"6972","ENSG00000178467",15,21,26
"6973","ENSG00000178498",36,32,26
"6974","ENSG00000178537",25,37,18
"6975","ENSG00000178562",2,2,1
"6976","ENSG00000178585",10,9,7
"6977","ENSG00000178605",20,47,34
"6978","ENSG00000178607",2,2,20
"6979","ENSG00000178685",67,100,87
"6980","ENSG00000178691",41,55,24
"6981","ENSG00000178694",6,14,50
"6982","ENSG00000178741",129,223,112
"6983","ENSG00000178761",10,9,39
"6984","ENSG00000178773",12,11,3
"6985","ENSG00000178802",7,28,14
"6986","ENSG00000178852",3,2,26
"6987","ENSG00000178878",90,155,66
"6988","ENSG00000178896",50,50,54
"6989","ENSG00000178904",6,4,14
"6990","ENSG00000178921",20,31,12
"6991","ENSG00000178927",10,27,22
"6992","ENSG00000178950",26,34,34
"6993","ENSG00000178952",172,277,229
"6994","ENSG00000178971",18,19,40
"6995","ENSG00000178980",36,25,59
"6996","ENSG00000178982",160,210,217
"6997","ENSG00000178988",48,58,50
"6998","ENSG00000178999",13,37,41
"6999","ENSG00000179010",109,104,180
"7000","ENSG00000179021",10,26,69
"7001","ENSG00000179051",86,75,42
"7002","ENSG00000179091",120,187,80
"7003","ENSG00000179094",16,10,6
"7004","ENSG00000179115",74,165,81
"7005","ENSG00000179119",22,19,43
"7006","ENSG00000179134",16,18,7
"7007","ENSG00000179151",18,25,37
"7008","ENSG00000179152",5,6,29
"7009","ENSG00000179163",7,16,84
"7010","ENSG00000179195",9,9,28
"7011","ENSG00000179218",559,747,590
"7012","ENSG00000179222",59,59,45
"7013","ENSG00000179262",107,134,60
"7014","ENSG00000179271",93,133,47
"7015","ENSG00000179295",34,38,39
"7016","ENSG00000179335",34,43,79
"7017","ENSG00000179361",17,22,71
"7018","ENSG00000179364",8,9,9
"7019","ENSG00000179454",6,6,26
"7020","ENSG00000179456",3,4,32
"7021","ENSG00000179476",6,4,60
"7022","ENSG00000179526",56,64,80
"7023","ENSG00000179562",124,148,116
"7024","ENSG00000179583",23,43,62
"7025","ENSG00000179604",3,8,3
"7026","ENSG00000179715",4,6,26
"7027","ENSG00000179750",8,2,49
"7028","ENSG00000179818",6,3,32
"7029","ENSG00000179820",21,6,4
"7030","ENSG00000179832",11,13,11
"7031","ENSG00000179889",44,41,59
"7032","ENSG00000179912",9,10,20
"7033","ENSG00000179933",21,24,131
"7034","ENSG00000179950",63,84,35
"7035","ENSG00000179958",102,83,144
"7036","ENSG00000179965",33,52,173
"7037","ENSG00000179988",5,10,17
"7038","ENSG00000180011",3,13,36
"7039","ENSG00000180035",45,58,27
"7040","ENSG00000180098",21,21,38
"7041","ENSG00000180104",31,37,39
"7042","ENSG00000180182",23,30,25
"7043","ENSG00000180198",50,43,49
"7044","ENSG00000180228",36,39,20
"7045","ENSG00000180229",5,6,29
"7046","ENSG00000180233",19,20,15
"7047","ENSG00000180263",3,3,20
"7048","ENSG00000180304",33,40,64
"7049","ENSG00000180336",21,25,38
"7050","ENSG00000180353",114,324,264
"7051","ENSG00000180370",80,61,36
"7052","ENSG00000180376",10,8,32
"7053","ENSG00000180398",4,8,19
"7054","ENSG00000180448",39,63,28
"7055","ENSG00000180488",4,4,31
"7056","ENSG00000180573",13,9,33
"7057","ENSG00000180626",5,3,14
"7058","ENSG00000180628",18,18,46
"7059","ENSG00000180712",3,7,30
"7060","ENSG00000180747",22,9,58
"7061","ENSG00000180776",7,13,20
"7062","ENSG00000180817",382,565,290
"7063","ENSG00000180822",3,16,11
"7064","ENSG00000180879",140,228,292
"7065","ENSG00000180900",13,28,5
"7066","ENSG00000180901",106,135,191
"7067","ENSG00000180957",56,72,48
"7068","ENSG00000180964",24,25,14
"7069","ENSG00000180979",15,12,19
"7070","ENSG00000180992",43,41,120
"7071","ENSG00000181019",66,90,133
"7072","ENSG00000181026",38,32,47
"7073","ENSG00000181027",68,29,91
"7074","ENSG00000181038",8,20,100
"7075","ENSG00000181045",10,4,22
"7076","ENSG00000181061",49,106,104
"7077","ENSG00000181090",25,31,30
"7078","ENSG00000181163",1128,1475,1020
"7079","ENSG00000181192",9,17,9
"7080","ENSG00000181220",7,8,8
"7081","ENSG00000181222",43,38,41
"7082","ENSG00000181396",11,7,18
"7083","ENSG00000181404",16,13,21
"7084","ENSG00000181513",3,5,2
"7085","ENSG00000181523",3,7,7
"7086","ENSG00000181555",33,34,55
"7087","ENSG00000181610",98,129,77
"7088","ENSG00000181638",2,2,42
"7089","ENSG00000181704",7,9,30
"7090","ENSG00000181788",35,16,61
"7091","ENSG00000181789",92,105,79
"7092","ENSG00000181804",2,4,24
"7093","ENSG00000181817",30,42,54
"7094","ENSG00000181826",1,2,19
"7095","ENSG00000181852",23,22,5
"7096","ENSG00000181924",21,40,12
"7097","ENSG00000182004",178,212,134
"7098","ENSG00000182054",56,93,103
"7099","ENSG00000182087",67,75,68
"7100","ENSG00000182093",10,16,9
"7101","ENSG00000182095",9,9,21
"7102","ENSG00000182108",6,4,26
"7103","ENSG00000182109",4,3,51
"7104","ENSG00000182117",182,402,177
"7105","ENSG00000182132",3,11,16
"7106","ENSG00000182134",3,7,41
"7107","ENSG00000182149",71,70,97
"7108","ENSG00000182150",4,5,19
"7109","ENSG00000182158",5,11,21
"7110","ENSG00000182165",9,12,3
"7111","ENSG00000182173",12,18,28
"7112","ENSG00000182179",29,28,42
"7113","ENSG00000182180",30,53,60
"7114","ENSG00000182185",5,8,13
"7115","ENSG00000182197",5,8,20
"7116","ENSG00000182199",134,181,146
"7117","ENSG00000182208",31,23,11
"7118","ENSG00000182220",44,70,72
"7119","ENSG00000182247",16,30,91
"7120","ENSG00000182287",24,36,26
"7121","ENSG00000182307",23,35,36
"7122","ENSG00000182319",11,16,37
"7123","ENSG00000182326",1,4,1
"7124","ENSG00000182359",4,4,24
"7125","ENSG00000182362",24,13,47
"7126","ENSG00000182368",4,5,10
"7127","ENSG00000182372",6,4,32
"7128","ENSG00000182378",7,14,6
"7129","ENSG00000182389",5,3,18
"7130","ENSG00000182400",33,19,48
"7131","ENSG00000182446",37,46,92
"7132","ENSG00000182473",47,32,28
"7133","ENSG00000182481",180,295,161
"7134","ENSG00000182487",101,106,56
"7135","ENSG00000182504",4,3,20
"7136","ENSG00000182541",14,22,42
"7137","ENSG00000182551",19,38,30
"7138","ENSG00000182552",13,27,50
"7139","ENSG00000182606",16,24,36
"7140","ENSG00000182628",21,26,10
"7141","ENSG00000182646",26,13,5
"7142","ENSG00000182670",28,29,29
"7143","ENSG00000182712",24,19,64
"7144","ENSG00000182718",252,284,96
"7145","ENSG00000182774",4061,2722,3910
"7146","ENSG00000182796",2,2,24
"7147","ENSG00000182827",21,25,24
"7148","ENSG00000182831",45,20,40
"7149","ENSG00000182858",8,15,14
"7150","ENSG00000182866",20,67,31
"7151","ENSG00000182872",48,50,19
"7152","ENSG00000182923",13,30,29
"7153","ENSG00000182934",97,116,68
"7154","ENSG00000182944",187,205,126
"7155","ENSG00000182952",44,22,14
"7156","ENSG00000182973",35,51,48
"7157","ENSG00000182979",47,74,29
"7158","ENSG00000182985",3,4,35
"7159","ENSG00000182986",3,3,32
"7160","ENSG00000183010",42,72,16
"7161","ENSG00000183011",12,17,30
"7162","ENSG00000183020",20,29,42
"7163","ENSG00000183044",2,5,20
"7164","ENSG00000183049",23,21,63
"7165","ENSG00000183054",6,11,33
"7166","ENSG00000183077",12,16,26
"7167","ENSG00000183087",5,4,1
"7168","ENSG00000183137",5,5,31
"7169","ENSG00000183172",40,110,42
"7170","ENSG00000183207",48,114,38
"7171","ENSG00000183255",45,51,47
"7172","ENSG00000183258",71,90,75
"7173","ENSG00000183281",2,2,28
"7174","ENSG00000183283",55,62,34
"7175","ENSG00000183291",83,118,104
"7176","ENSG00000183323",3,7,6
"7177","ENSG00000183337",9,17,34
"7178","ENSG00000183354",5,4,28
"7179","ENSG00000183386",6,9,27
"7180","ENSG00000183401",6,9,20
"7181","ENSG00000183426",57,48,78
"7182","ENSG00000183431",119,189,67
"7183","ENSG00000183458",17,16,10
"7184","ENSG00000183475",12,8,26
"7185","ENSG00000183479",8,20,10
"7186","ENSG00000183484",8,7,10
"7187","ENSG00000183486",86,64,44
"7188","ENSG00000183495",7,9,30
"7189","ENSG00000183506",19,16,6
"7190","ENSG00000183513",18,20,14
"7191","ENSG00000183520",70,97,49
"7192","ENSG00000183527",51,74,44
"7193","ENSG00000183530",8,10,18
"7194","ENSG00000183569",2,1,14
"7195","ENSG00000183576",46,48,50
"7196","ENSG00000183597",5,9,10
"7197","ENSG00000183604",12,10,11
"7198","ENSG00000183605",27,41,18
"7199","ENSG00000183617",58,74,102
"7200","ENSG00000183624",30,28,60
"7201","ENSG00000183648",44,80,158
"7202","ENSG00000183666",6,5,2
"7203","ENSG00000183682",1,4,32
"7204","ENSG00000183684",76,154,164
"7205","ENSG00000183696",21,14,33
"7206","ENSG00000183722",5,9,28
"7207","ENSG00000183726",113,111,91
"7208","ENSG00000183735",44,45,51
