"gene","Guchi","Jaqo","Jingjing"
"653","ENSPPYG00000001875",19,33,34
"654","ENSPPYG00000001879",4,6,7
"655","ENSPPYG00000001885",32,41,188
"656","ENSPPYG00000001886",6,11,4
"657","ENSPPYG00000001887",10,31,10
"658","ENSPPYG00000001891",29,36,21
"659","ENSPPYG00000001892",132,90,122
"660","ENSPPYG00000001894",69,33,14
"661","ENSPPYG00000001898",7,14,3
"662","ENSPPYG00000001899",20,28,10
"663","ENSPPYG00000001900",15,17,75
"664","ENSPPYG00000001901",95,136,56
"665","ENSPPYG00000001902",3,4,9
"666","ENSPPYG00000001903",9,11,14
"667","ENSPPYG00000001906",16,34,16
"668","ENSPPYG00000001908",18,29,18
"669","ENSPPYG00000001909",36,51,10
"670","ENSPPYG00000001912",6,10,16
"671","ENSPPYG00000001917",9,32,18
"672","ENSPPYG00000001920",779,1331,1472
"673","ENSPPYG00000001925",102,76,256
"674","ENSPPYG00000001932",10,8,58
"675","ENSPPYG00000001934",24,35,24
"676","ENSPPYG00000001935",5,12,13
"677","ENSPPYG00000001938",8,14,33
"678","ENSPPYG00000001940",12,10,10
"679","ENSPPYG00000001943",7,1,1
"680","ENSPPYG00000001945",25,10,32
"681","ENSPPYG00000001949",9,7,18
"682","ENSPPYG00000001951",303,317,1267
"683","ENSPPYG00000001953",28,39,7
"684","ENSPPYG00000001955",2,2,16
"685","ENSPPYG00000001959",6,18,12
"686","ENSPPYG00000001960",14,18,5
"687","ENSPPYG00000001963",2,12,2
"688","ENSPPYG00000001964",17,25,47
"689","ENSPPYG00000001965",30,24,37
"690","ENSPPYG00000001976",17,38,35
"691","ENSPPYG00000001980",36,64,111
"692","ENSPPYG00000001981",1,5,3
"693","ENSPPYG00000001983",5,1,10
"694","ENSPPYG00000001993",109,145,54
"695","ENSPPYG00000001994",42,34,22
"696","ENSPPYG00000001995",5,9,7
"697","ENSPPYG00000001996",25,51,38
"698","ENSPPYG00000001998",1,7,11
"699","ENSPPYG00000002000",81,74,99
"700","ENSPPYG00000002002",18,21,20
"701","ENSPPYG00000002003",11,22,30
"702","ENSPPYG00000002004",4,2,4
"703","ENSPPYG00000002007",28,40,15
"704","ENSPPYG00000002008",19,30,176
"705","ENSPPYG00000002010",5,21,8
"706","ENSPPYG00000002013",45,52,91
"707","ENSPPYG00000002014",4,5,21
"708","ENSPPYG00000002017",33,36,58
"709","ENSPPYG00000002018",16,19,102
"710","ENSPPYG00000002023",31,15,24
"711","ENSPPYG00000002035",14,27,3
"712","ENSPPYG00000002037",58,83,56
"713","ENSPPYG00000002038",56,85,5
"714","ENSPPYG00000002046",62,91,53
"715","ENSPPYG00000002047",33,26,13
"716","ENSPPYG00000002052",8,4,14
"717","ENSPPYG00000002053",13,6,81
"718","ENSPPYG00000002060",3,2,18
"719","ENSPPYG00000002062",219,240,18
"720","ENSPPYG00000002063",6,9,5
"721","ENSPPYG00000002064",30,33,22
"722","ENSPPYG00000002065",3,2,14
"723","ENSPPYG00000002066",2,8,101
"724","ENSPPYG00000002067",57,81,100
"725","ENSPPYG00000002068",43,55,9
"726","ENSPPYG00000002072",3,8,1
"727","ENSPPYG00000002073",2,6,1
"728","ENSPPYG00000002075",11,20,30
"729","ENSPPYG00000002076",131,117,137
"730","ENSPPYG00000002077",3,6,12
"731","ENSPPYG00000002083",25,52,1
"732","ENSPPYG00000002085",3,7,11
"733","ENSPPYG00000002089",9,19,6
"734","ENSPPYG00000002091",28,53,91
"735","ENSPPYG00000002092",66,81,117
"736","ENSPPYG00000002093",6,18,10
"737","ENSPPYG00000002095",45,31,178
"738","ENSPPYG00000002096",5,6,20
"739","ENSPPYG00000002098",10,13,11
"740","ENSPPYG00000002099",40,29,15
"741","ENSPPYG00000002101",23,28,3
"742","ENSPPYG00000002102",17,21,18
"743","ENSPPYG00000002103",26,58,16
"744","ENSPPYG00000002104",6,3,15
"745","ENSPPYG00000002105",25,31,57
"746","ENSPPYG00000002106",8,11,10
"747","ENSPPYG00000002114",4,2,8
"748","ENSPPYG00000002120",49,59,11
"749","ENSPPYG00000002125",6,5,36
"750","ENSPPYG00000002140",6,9,28
"751","ENSPPYG00000002143",60,52,109
"752","ENSPPYG00000002144",42,46,6
"753","ENSPPYG00000002146",18,30,11
"754","ENSPPYG00000002148",13,8,98
"755","ENSPPYG00000002154",8,24,9
"756","ENSPPYG00000002159",2,2,7
"757","ENSPPYG00000002161",41,58,19
"758","ENSPPYG00000002163",13,10,23
"759","ENSPPYG00000002164",29,41,17
"760","ENSPPYG00000002165",6,6,8
"761","ENSPPYG00000002166",84,101,57
"762","ENSPPYG00000002169",11,17,17
"763","ENSPPYG00000002177",44,66,1
"764","ENSPPYG00000002184",10,15,8
"765","ENSPPYG00000002192",31,54,14
"766","ENSPPYG00000002193",9,13,1
"767","ENSPPYG00000002195",25,56,6
"768","ENSPPYG00000002197",9,17,11
"769","ENSPPYG00000002198",16,13,37
"770","ENSPPYG00000002204",6,10,12
"771","ENSPPYG00000002207",26,38,18
"772","ENSPPYG00000002209",10,8,4
"773","ENSPPYG00000002210",2,3,8
"774","ENSPPYG00000002223",25,38,21
"775","ENSPPYG00000002228",17,44,22
"776","ENSPPYG00000002232",26,42,9
"777","ENSPPYG00000002236",20,39,14
"778","ENSPPYG00000002246",6,11,14
"779","ENSPPYG00000002247",2,6,22
"780","ENSPPYG00000002248",8,19,8
"781","ENSPPYG00000002249",30,33,79
"782","ENSPPYG00000002254",9,8,6
"783","ENSPPYG00000002258",5,10,9
"784","ENSPPYG00000002260",123,106,18
"785","ENSPPYG00000002266",7,6,15
"786","ENSPPYG00000002269",7,9,10
"787","ENSPPYG00000002274",4,8,8
"788","ENSPPYG00000002280",158,270,90
"789","ENSPPYG00000002292",44,137,30
"790","ENSPPYG00000002301",58,50,26
"791","ENSPPYG00000002302",7,16,3
"792","ENSPPYG00000002304",1596,2373,6714
"793","ENSPPYG00000002305",8,12,21
"794","ENSPPYG00000002306",6,7,19
"795","ENSPPYG00000002310",18,4,9
"796","ENSPPYG00000002319",32,23,12
"797","ENSPPYG00000002322",54,29,1
"798","ENSPPYG00000002324",2,9,10
"799","ENSPPYG00000002327",16,23,29
"800","ENSPPYG00000002328",11,17,13
"801","ENSPPYG00000002329",62,72,245
"802","ENSPPYG00000002332",51,78,4
"803","ENSPPYG00000002337",22,15,19
"804","ENSPPYG00000002339",99,96,33
"805","ENSPPYG00000002340",9,7,133
"806","ENSPPYG00000002343",24,43,22
"807","ENSPPYG00000002344",5,8,10
"808","ENSPPYG00000002345",27,34,14
"809","ENSPPYG00000002348",28,76,13
"810","ENSPPYG00000002353",18,35,20
"811","ENSPPYG00000002354",38,149,26
"812","ENSPPYG00000002355",21,18,31
"813","ENSPPYG00000002356",15,18,6
"814","ENSPPYG00000002357",277,305,14
"815","ENSPPYG00000002363",28,31,27
"816","ENSPPYG00000002374",37,44,95
"817","ENSPPYG00000002375",6,4,10
"818","ENSPPYG00000002376",26,19,63
"819","ENSPPYG00000002377",4,1,24
"820","ENSPPYG00000002379",1,5,8
"821","ENSPPYG00000002383",13,18,13
"822","ENSPPYG00000002384",4,2,6
"823","ENSPPYG00000002385",22,24,73
"824","ENSPPYG00000002386",22,35,36
"825","ENSPPYG00000002387",311,275,273
"826","ENSPPYG00000002389",104,134,14
"827","ENSPPYG00000002390",21,29,59
"828","ENSPPYG00000002392",37,50,58
"829","ENSPPYG00000002395",3,3,14
"830","ENSPPYG00000002397",60,92,73
"831","ENSPPYG00000002400",13,14,18
"832","ENSPPYG00000002408",10,21,25
"833","ENSPPYG00000002410",8,20,9
"834","ENSPPYG00000002411",26,33,8
"835","ENSPPYG00000002421",31,25,103
"836","ENSPPYG00000002430",26,39,3
"837","ENSPPYG00000002432",66,62,197
"838","ENSPPYG00000002434",24,23,22
"839","ENSPPYG00000002448",40,49,23
"840","ENSPPYG00000002449",19,22,16
"841","ENSPPYG00000002450",6,3,13
"842","ENSPPYG00000002457",7,10,47
"843","ENSPPYG00000002459",12,3,21
"844","ENSPPYG00000002462",14,44,1
"845","ENSPPYG00000002471",8,9,8
"846","ENSPPYG00000002473",21,40,66
"847","ENSPPYG00000002475",13,21,28
"848","ENSPPYG00000002477",1,6,1
"849","ENSPPYG00000002480",19,47,16
"850","ENSPPYG00000002482",20,28,5
"851","ENSPPYG00000002483",10,15,28
"852","ENSPPYG00000002484",7,9,22
"853","ENSPPYG00000002486",5,2,5
"854","ENSPPYG00000002487",4,2,10
"855","ENSPPYG00000002490",2,2,2
"856","ENSPPYG00000002491",4,8,8
"857","ENSPPYG00000002495",14,17,59
"858","ENSPPYG00000002499",3,8,1
"859","ENSPPYG00000002502",17,10,22
"860","ENSPPYG00000002507",24,16,52
"861","ENSPPYG00000002509",48,52,20
"862","ENSPPYG00000002510",17,16,11
"863","ENSPPYG00000002511",22,41,10
"864","ENSPPYG00000002517",31,44,35
"865","ENSPPYG00000002521",46,65,5
"866","ENSPPYG00000002528",25,25,85
"867","ENSPPYG00000002530",260,271,64
"868","ENSPPYG00000002531",29,57,88
"869","ENSPPYG00000002532",19,18,10
"870","ENSPPYG00000002533",36,38,53
"871","ENSPPYG00000002538",11,15,5
"872","ENSPPYG00000002539",1,2,11
"873","ENSPPYG00000002545",14,16,24
"874","ENSPPYG00000002548",15,17,10
"875","ENSPPYG00000002552",39,53,69
"876","ENSPPYG00000002554",22,11,10
"877","ENSPPYG00000002556",9,15,21
"878","ENSPPYG00000002557",16,25,13
"879","ENSPPYG00000002564",38,53,18
"880","ENSPPYG00000002570",219,124,702
"881","ENSPPYG00000002571",27,34,9
"882","ENSPPYG00000002583",3,7,2
"883","ENSPPYG00000002584",6,12,11
"884","ENSPPYG00000002585",20,10,202
"885","ENSPPYG00000002586",25,25,15
"886","ENSPPYG00000002589",236,189,870
"887","ENSPPYG00000002590",41,42,46
"888","ENSPPYG00000002592",10,10,2
"889","ENSPPYG00000002593",32,48,11
"890","ENSPPYG00000002594",16,18,13
"891","ENSPPYG00000002595",78,94,18
"892","ENSPPYG00000002598",21,27,12
"893","ENSPPYG00000002599",122,186,247
"894","ENSPPYG00000002600",2,2,9
"895","ENSPPYG00000002602",48,60,283
"896","ENSPPYG00000002605",49,62,56
"897","ENSPPYG00000002606",3,7,3
"898","ENSPPYG00000002608",53,41,143
"899","ENSPPYG00000002609",21,23,128
"900","ENSPPYG00000002616",13,18,1
"901","ENSPPYG00000002620",92,101,326
"902","ENSPPYG00000002621",47,40,60
"903","ENSPPYG00000002628",4,10,12
"904","ENSPPYG00000002629",10,18,9
"905","ENSPPYG00000002633",49,67,935
"906","ENSPPYG00000002634",8,11,23
"907","ENSPPYG00000002639",31,41,23
"908","ENSPPYG00000002642",6,24,12
"909","ENSPPYG00000002644",21,49,3
"910","ENSPPYG00000002645",35,76,26
"911","ENSPPYG00000002649",116,134,10
"912","ENSPPYG00000002657",24,34,51
"913","ENSPPYG00000002658",27,29,18
"914","ENSPPYG00000002659",11,10,32
"915","ENSPPYG00000002667",5,15,8
"916","ENSPPYG00000002672",20,22,4
"917","ENSPPYG00000002673",23,12,13
"918","ENSPPYG00000002676",10,18,7
"919","ENSPPYG00000002694",34,39,118
"920","ENSPPYG00000002697",87,122,36
"921","ENSPPYG00000002698",16,19,8
"922","ENSPPYG00000002699",6,7,13
"923","ENSPPYG00000002701",4,2,7
"924","ENSPPYG00000002702",10,28,10
"925","ENSPPYG00000002703",44,60,52
"926","ENSPPYG00000002706",19,9,9
"927","ENSPPYG00000002707",51,59,54
"928","ENSPPYG00000002708",25,44,12
"929","ENSPPYG00000002711",4,11,1
"930","ENSPPYG00000002712",43,53,59
"931","ENSPPYG00000002726",4,5,20
"932","ENSPPYG00000002728",12,36,8
"933","ENSPPYG00000002731",81,78,53
"934","ENSPPYG00000002737",2,1,8
"935","ENSPPYG00000002740",4,9,5
"936","ENSPPYG00000002742",8,18,19
"937","ENSPPYG00000002749",7,9,7
"938","ENSPPYG00000002751",16,14,10
"939","ENSPPYG00000002752",59,65,36
"940","ENSPPYG00000002753",10,16,22
"941","ENSPPYG00000002754",2,2,5
"942","ENSPPYG00000002762",3,2,4
"943","ENSPPYG00000002763",8,8,60
"944","ENSPPYG00000002765",18,26,137
"945","ENSPPYG00000002768",103,82,206
"946","ENSPPYG00000002770",14,14,23
"947","ENSPPYG00000002771",20,35,12
"948","ENSPPYG00000002788",3,11,24
"949","ENSPPYG00000002789",12,18,37
"950","ENSPPYG00000002790",7,9,40
"951","ENSPPYG00000002792",97,78,401
"952","ENSPPYG00000002793",4,3,3
"953","ENSPPYG00000002816",4,11,12
"954","ENSPPYG00000002827",62,96,10
"955","ENSPPYG00000002828",6,11,18
"956","ENSPPYG00000002846",44,32,48
"957","ENSPPYG00000002851",349,519,1940
"958","ENSPPYG00000002856",1,9,8
"959","ENSPPYG00000002865",7,9,8
"960","ENSPPYG00000002867",15,40,53
"961","ENSPPYG00000002868",20,21,133
"962","ENSPPYG00000002871",3,3,9
"963","ENSPPYG00000002879",6,13,39
"964","ENSPPYG00000002880",163,173,280
"965","ENSPPYG00000002881",6,14,10
"966","ENSPPYG00000002883",7,12,2
"967","ENSPPYG00000002884",2,6,9
"968","ENSPPYG00000002885",481,584,3920
"969","ENSPPYG00000002886",6,14,7
"970","ENSPPYG00000002887",4,1,25
"971","ENSPPYG00000002888",31,35,24
"972","ENSPPYG00000002890",4,4,32
"973","ENSPPYG00000002892",27,53,158
"974","ENSPPYG00000002898",15,10,56
"975","ENSPPYG00000002901",6,20,83
"976","ENSPPYG00000002911",36,67,10
"977","ENSPPYG00000002915",233,166,570
"978","ENSPPYG00000002918",42,46,371
"979","ENSPPYG00000002929",140,207,124
"980","ENSPPYG00000002930",4,16,9
"981","ENSPPYG00000002936",3,2,3
"982","ENSPPYG00000002938",60,97,19
"983","ENSPPYG00000002940",39,43,90
"984","ENSPPYG00000002946",9,8,3
"985","ENSPPYG00000002948",16,29,65
"986","ENSPPYG00000002954",3,13,8
"987","ENSPPYG00000002962",4,4,8
"988","ENSPPYG00000002965",3,9,10
"989","ENSPPYG00000002966",28,44,243
"990","ENSPPYG00000002970",23,28,7
"991","ENSPPYG00000002972",3,2,7
"992","ENSPPYG00000002973",15,17,11
"993","ENSPPYG00000002974",23,34,11
"994","ENSPPYG00000002975",19,18,49
"995","ENSPPYG00000002976",14,34,108
"996","ENSPPYG00000002983",54,58,291
"997","ENSPPYG00000002985",283,338,700
"998","ENSPPYG00000002987",23,14,47
"999","ENSPPYG00000002988",4,9,24
"1000","ENSPPYG00000002989",25,51,179
"1001","ENSPPYG00000002992",5,40,7
"1002","ENSPPYG00000002993",11,20,35
"1003","ENSPPYG00000002994",2,4,20
"1004","ENSPPYG00000002995",114,152,194
"1005","ENSPPYG00000002996",5,5,5
"1006","ENSPPYG00000002997",50,24,284
"1007","ENSPPYG00000002999",8,18,56
"1008","ENSPPYG00000003000",86,92,23
"1009","ENSPPYG00000003001",21,48,7
"1010","ENSPPYG00000003003",3,2,10
"1011","ENSPPYG00000003005",2,2,8
"1012","ENSPPYG00000003007",6,16,10
"1013","ENSPPYG00000003011",25,28,47
"1014","ENSPPYG00000003015",10,5,12
"1015","ENSPPYG00000003016",24,39,126
"1016","ENSPPYG00000003018",7,12,28
"1017","ENSPPYG00000003022",4,8,3
"1018","ENSPPYG00000003023",19,14,35
"1019","ENSPPYG00000003025",59,61,206
"1020","ENSPPYG00000003029",9,13,55
"1021","ENSPPYG00000003031",85,102,21
"1022","ENSPPYG00000003032",17,37,15
"1023","ENSPPYG00000003033",38,63,21
"1024","ENSPPYG00000003034",90,119,44
"1025","ENSPPYG00000003038",254,120,492
"1026","ENSPPYG00000003039",26,48,117
"1027","ENSPPYG00000003043",65,41,172
"1028","ENSPPYG00000003045",3,4,2
"1029","ENSPPYG00000003046",20,39,10
"1030","ENSPPYG00000003047",250,385,313
"1031","ENSPPYG00000003048",3,2,19
"1032","ENSPPYG00000003050",19,29,83
"1033","ENSPPYG00000003054",5,16,29
"1034","ENSPPYG00000003058",7,24,3
"1035","ENSPPYG00000003060",2,14,68
"1036","ENSPPYG00000003061",2,8,4
"1037","ENSPPYG00000003062",15,24,62
"1038","ENSPPYG00000003063",2,2,12
"1039","ENSPPYG00000003064",20,34,55
"1040","ENSPPYG00000003066",30,11,38
"1041","ENSPPYG00000003069",27,50,4
"1042","ENSPPYG00000003071",27,19,47
"1043","ENSPPYG00000003073",119,91,28
"1044","ENSPPYG00000003076",30,47,10
"1045","ENSPPYG00000003077",1181,1405,2230
"1046","ENSPPYG00000003079",17,22,116
"1047","ENSPPYG00000003080",22,36,59
"1048","ENSPPYG00000003082",11,18,23
"1049","ENSPPYG00000003085",1,4,15
"1050","ENSPPYG00000003086",4,16,6
"1051","ENSPPYG00000003091",3,10,10
"1052","ENSPPYG00000003093",31,60,13
"1053","ENSPPYG00000003096",5,28,8
"1054","ENSPPYG00000003098",88,124,11
"1055","ENSPPYG00000003105",13,25,201
"1056","ENSPPYG00000003106",90,142,1792
"1057","ENSPPYG00000003107",4,7,13
"1058","ENSPPYG00000003109",9,11,48
"1059","ENSPPYG00000003110",27,37,220
"1060","ENSPPYG00000003111",15,20,16
"1061","ENSPPYG00000003112",56,69,327
"1062","ENSPPYG00000003113",10,12,7
"1063","ENSPPYG00000003115",36,26,175
"1064","ENSPPYG00000003116",4,9,22
"1065","ENSPPYG00000003117",34,61,50
"1066","ENSPPYG00000003118",191,155,80
"1067","ENSPPYG00000003119",58,43,90
"1068","ENSPPYG00000003121",85,76,69
"1069","ENSPPYG00000003122",123,215,1019
"1070","ENSPPYG00000003123",11,14,9
"1071","ENSPPYG00000003125",9,22,22
"1072","ENSPPYG00000003126",11,24,10
"1073","ENSPPYG00000003128",68,130,35
"1074","ENSPPYG00000003129",19,23,38
"1075","ENSPPYG00000003131",43,26,132
"1076","ENSPPYG00000003140",44,84,157
"1077","ENSPPYG00000003141",40,48,120
"1078","ENSPPYG00000003142",22,34,15
"1079","ENSPPYG00000003143",33,72,49
"1080","ENSPPYG00000003144",1,33,33
"1081","ENSPPYG00000003145",9,10,36
"1082","ENSPPYG00000003147",78,103,525
"1083","ENSPPYG00000003149",24,20,24
"1084","ENSPPYG00000003153",130,158,564
"1085","ENSPPYG00000003154",2,9,195
"1086","ENSPPYG00000003155",42,24,307
"1087","ENSPPYG00000003158",70,92,12
"1088","ENSPPYG00000003160",12,19,27
"1089","ENSPPYG00000003161",59,97,59
"1090","ENSPPYG00000003164",4,7,13
"1091","ENSPPYG00000003171",12,18,14
"1092","ENSPPYG00000003173",580,1718,1078
"1093","ENSPPYG00000003176",15,51,90
"1094","ENSPPYG00000003177",41,52,8
"1095","ENSPPYG00000003178",26,41,12
"1096","ENSPPYG00000003187",21,29,27
"1097","ENSPPYG00000003188",21,28,4
"1098","ENSPPYG00000003190",9,12,16
"1099","ENSPPYG00000003191",21,8,11
"1100","ENSPPYG00000003192",13,14,24
"1101","ENSPPYG00000003193",91,85,15
"1102","ENSPPYG00000003195",10,7,11
"1103","ENSPPYG00000003198",2,2,2
"1104","ENSPPYG00000003199",7,9,63
"1105","ENSPPYG00000003200",1,3,8
"1106","ENSPPYG00000003201",22,21,49
"1107","ENSPPYG00000003202",125,109,52
"1108","ENSPPYG00000003205",21,44,9
"1109","ENSPPYG00000003212",30,120,32
"1110","ENSPPYG00000003227",31,65,36
"1111","ENSPPYG00000003228",4,6,12
"1112","ENSPPYG00000003230",22,40,18
"1113","ENSPPYG00000003231",23,34,8
"1114","ENSPPYG00000003246",18,31,14
"1115","ENSPPYG00000003248",42,44,30
"1116","ENSPPYG00000003262",27,41,10
"1117","ENSPPYG00000003264",36,34,70
"1118","ENSPPYG00000003265",19,39,20
"1119","ENSPPYG00000003270",34,51,39
"1120","ENSPPYG00000003272",22,13,128
"1121","ENSPPYG00000003273",4,6,11
"1122","ENSPPYG00000003274",50,60,27
"1123","ENSPPYG00000003278",100,115,80
"1124","ENSPPYG00000003279",5,18,21
"1125","ENSPPYG00000003293",15,19,8
"1126","ENSPPYG00000003294",13,40,3
"1127","ENSPPYG00000003296",45,53,63
"1128","ENSPPYG00000003299",83,91,263
"1129","ENSPPYG00000003301",12,18,61
"1130","ENSPPYG00000003302",9,16,6
"1131","ENSPPYG00000003304",81,67,205
"1132","ENSPPYG00000003305",6,10,2
"1133","ENSPPYG00000003306",26,36,24
"1134","ENSPPYG00000003308",15,20,15
"1135","ENSPPYG00000003309",2,3,16
"1136","ENSPPYG00000003310",4,5,5
"1137","ENSPPYG00000003311",61,41,163
"1138","ENSPPYG00000003312",13,22,58
"1139","ENSPPYG00000003313",51,53,19
"1140","ENSPPYG00000003314",7,10,5
"1141","ENSPPYG00000003316",20,31,11
"1142","ENSPPYG00000003320",15,20,29
"1143","ENSPPYG00000003322",9,12,5
"1144","ENSPPYG00000003323",8,23,3
"1145","ENSPPYG00000003325",13,14,18
"1146","ENSPPYG00000003327",8,14,19
"1147","ENSPPYG00000003328",18,20,8
"1148","ENSPPYG00000003329",5,12,5
"1149","ENSPPYG00000003334",3,2,7
"1150","ENSPPYG00000003335",2,1,8
"1151","ENSPPYG00000003336",152,191,98
"1152","ENSPPYG00000003339",6,5,25
"1153","ENSPPYG00000003342",10,19,41
"1154","ENSPPYG00000003344",11,24,25
"1155","ENSPPYG00000003345",62,65,13
"1156","ENSPPYG00000003352",9,19,3
"1157","ENSPPYG00000003355",7,36,8
"1158","ENSPPYG00000003358",57,66,71
"1159","ENSPPYG00000003360",11,17,4
"1160","ENSPPYG00000003361",20,25,2
"1161","ENSPPYG00000003362",4,1,20
"1162","ENSPPYG00000003364",23,30,13
"1163","ENSPPYG00000003365",8,21,2
"1164","ENSPPYG00000003367",35,38,16
"1165","ENSPPYG00000003370",55,74,81
"1166","ENSPPYG00000003375",26,31,24
"1167","ENSPPYG00000003376",13,17,28
"1168","ENSPPYG00000003381",119,168,313
"1169","ENSPPYG00000003385",19,66,24
"1170","ENSPPYG00000003389",8,7,18
"1171","ENSPPYG00000003396",25,39,112
"1172","ENSPPYG00000003400",4,7,11
"1173","ENSPPYG00000003406",11,10,130
"1174","ENSPPYG00000003414",17,18,18
"1175","ENSPPYG00000003418",2,2,8
"1176","ENSPPYG00000003424",6,4,7
"1177","ENSPPYG00000003434",33,38,38
"1178","ENSPPYG00000003437",271,325,201
"1179","ENSPPYG00000003438",22,31,15
"1180","ENSPPYG00000003439",10,16,16
"1181","ENSPPYG00000003446",4,11,20
"1182","ENSPPYG00000003454",11,22,52
"1183","ENSPPYG00000003456",899,1226,1705
"1184","ENSPPYG00000003458",176,63,112
"1185","ENSPPYG00000003466",163,211,177
"1186","ENSPPYG00000003467",41,69,37
"1187","ENSPPYG00000003472",11,17,15
"1188","ENSPPYG00000003479",21,50,12
"1189","ENSPPYG00000003481",1,4,17
"1190","ENSPPYG00000003485",297,403,28
"1191","ENSPPYG00000003486",24,37,16
"1192","ENSPPYG00000003490",13,6,51
"1193","ENSPPYG00000003492",4,7,1
"1194","ENSPPYG00000003493",63,88,27
"1195","ENSPPYG00000003494",12,20,1
"1196","ENSPPYG00000003495",6,8,5
"1197","ENSPPYG00000003497",31,38,18
"1198","ENSPPYG00000003500",15,19,8
"1199","ENSPPYG00000003503",7,13,17
"1200","ENSPPYG00000003504",4,4,8
"1201","ENSPPYG00000003512",502,526,717
"1202","ENSPPYG00000003524",5,7,12
"1203","ENSPPYG00000003534",100,64,127
"1204","ENSPPYG00000003535",31,36,15
"1205","ENSPPYG00000003536",64,119,308
"1206","ENSPPYG00000003537",53,93,69
"1207","ENSPPYG00000003538",21,16,90
"1208","ENSPPYG00000003541",12,5,10
"1209","ENSPPYG00000003542",20,22,12
"1210","ENSPPYG00000003543",6,5,1
"1211","ENSPPYG00000003545",6,7,31
"1212","ENSPPYG00000003550",4,10,4
"1213","ENSPPYG00000003563",99,44,14
"1214","ENSPPYG00000003564",33,34,13
"1215","ENSPPYG00000003621",14,13,10
"1216","ENSPPYG00000003625",32,44,39
"1217","ENSPPYG00000003631",17,24,12
"1218","ENSPPYG00000003638",9,12,19
"1219","ENSPPYG00000003640",10,14,20
"1220","ENSPPYG00000003642",22,37,27
"1221","ENSPPYG00000003645",64,52,42
"1222","ENSPPYG00000003646",29,55,215
"1223","ENSPPYG00000003649",38,59,18
"1224","ENSPPYG00000003651",8,12,23
"1225","ENSPPYG00000003652",2,2,12
"1226","ENSPPYG00000003653",15,22,27
"1227","ENSPPYG00000003654",22,24,187
"1228","ENSPPYG00000003655",14,12,18
"1229","ENSPPYG00000003656",6,18,4
"1230","ENSPPYG00000003660",3,16,1
"1231","ENSPPYG00000003663",13,36,1
"1232","ENSPPYG00000003664",27,28,114
"1233","ENSPPYG00000003666",10,12,4
"1234","ENSPPYG00000003668",31,67,123
"1235","ENSPPYG00000003671",15,22,4
"1236","ENSPPYG00000003677",8,10,10
"1237","ENSPPYG00000003682",54,80,46
"1238","ENSPPYG00000003687",1,2,1
"1239","ENSPPYG00000003688",1562,1935,4371
"1240","ENSPPYG00000003689",7,1,14
"1241","ENSPPYG00000003690",1,1,2
"1242","ENSPPYG00000003694",1,4,16
"1243","ENSPPYG00000003695",20,32,6
"1244","ENSPPYG00000003706",1,1,10
"1245","ENSPPYG00000003708",20,9,23
"1246","ENSPPYG00000003711",1,1,6
"1247","ENSPPYG00000003712",80,61,50
"1248","ENSPPYG00000003713",7,13,11
"1249","ENSPPYG00000003714",18,18,75
"1250","ENSPPYG00000003715",21,28,19
"1251","ENSPPYG00000003719",6,12,13
"1252","ENSPPYG00000003722",3,5,17
"1253","ENSPPYG00000003725",11,17,2
"1254","ENSPPYG00000003731",32,43,11
"1255","ENSPPYG00000003732",4,3,23
"1256","ENSPPYG00000003734",15,34,10
"1257","ENSPPYG00000003736",21,13,21
"1258","ENSPPYG00000003738",29,31,20
"1259","ENSPPYG00000003739",32,50,37
"1260","ENSPPYG00000003745",44,48,66
"1261","ENSPPYG00000003746",37,27,329
"1262","ENSPPYG00000003751",6,9,4
