"gene","Guchi","Jaqo","Jingjing"
"5850","ENSPPYG00000017454",14,12,14
"5851","ENSPPYG00000017455",4,4,1
"5852","ENSPPYG00000017457",1,7,1
"5853","ENSPPYG00000017458",16,17,50
"5854","ENSPPYG00000017459",13,9,16
"5855","ENSPPYG00000017463",8,11,30
"5856","ENSPPYG00000017471",152,192,318
"5857","ENSPPYG00000017472",17,7,64
"5858","ENSPPYG00000017473",20,30,37
"5859","ENSPPYG00000017475",12,11,32
"5860","ENSPPYG00000017479",5,7,10
"5861","ENSPPYG00000017480",3,7,13
"5862","ENSPPYG00000017481",52,15,15
"5863","ENSPPYG00000017484",78,78,13
"5864","ENSPPYG00000017486",11,11,14
"5865","ENSPPYG00000017487",39,41,61
"5866","ENSPPYG00000017488",45,70,20
"5867","ENSPPYG00000017489",168,177,14
"5868","ENSPPYG00000017490",21,20,8
"5869","ENSPPYG00000017496",4,3,33
"5870","ENSPPYG00000017498",51,67,187
"5871","ENSPPYG00000017502",12,15,10
"5872","ENSPPYG00000017503",28,46,11
"5873","ENSPPYG00000017508",19,31,18
"5874","ENSPPYG00000017509",28,105,22
"5875","ENSPPYG00000017510",7,11,17
"5876","ENSPPYG00000017512",43,53,6
"5877","ENSPPYG00000017513",55,38,32
"5878","ENSPPYG00000017519",10,6,15
"5879","ENSPPYG00000017524",12,6,64
"5880","ENSPPYG00000017525",8,9,3
"5881","ENSPPYG00000017526",15,17,102
"5882","ENSPPYG00000017527",13,33,71
"5883","ENSPPYG00000017543",263,310,1196
"5884","ENSPPYG00000017544",11,24,10
"5885","ENSPPYG00000017545",22,19,15
"5886","ENSPPYG00000017547",23,17,127
"5887","ENSPPYG00000017551",85,121,582
"5888","ENSPPYG00000017561",4,9,10
"5889","ENSPPYG00000017568",11,9,54
"5890","ENSPPYG00000017581",27,28,30
"5891","ENSPPYG00000017582",29,73,93
"5892","ENSPPYG00000017585",62,77,216
"5893","ENSPPYG00000017586",792,822,2907
"5894","ENSPPYG00000017588",25,35,15
"5895","ENSPPYG00000017589",65,66,22
"5896","ENSPPYG00000017590",26,41,4
"5897","ENSPPYG00000017591",54,65,158
"5898","ENSPPYG00000017594",4,3,45
"5899","ENSPPYG00000017595",47,42,22
"5900","ENSPPYG00000017597",55,40,266
"5901","ENSPPYG00000017598",4,10,5
"5902","ENSPPYG00000017600",41,41,43
"5903","ENSPPYG00000017603",6,12,14
"5904","ENSPPYG00000017604",40,26,131
"5905","ENSPPYG00000017605",25,24,93
"5906","ENSPPYG00000017606",30,34,40
"5907","ENSPPYG00000017607",88,53,23
"5908","ENSPPYG00000017611",39,50,72
"5909","ENSPPYG00000017612",183,217,457
"5910","ENSPPYG00000017615",3,5,1
"5911","ENSPPYG00000017617",16,31,43
"5912","ENSPPYG00000017619",14,40,19
"5913","ENSPPYG00000017621",21,39,8
"5914","ENSPPYG00000017632",11,17,7
"5915","ENSPPYG00000017634",4,5,36
"5916","ENSPPYG00000017635",4,2,27
"5917","ENSPPYG00000017636",2,2,4
"5918","ENSPPYG00000017637",7,6,1
"5919","ENSPPYG00000017639",106,113,24
"5920","ENSPPYG00000017651",4,3,1
"5921","ENSPPYG00000017652",5,12,37
"5922","ENSPPYG00000017661",25,24,45
"5923","ENSPPYG00000017673",76,138,194
"5924","ENSPPYG00000017676",13,18,19
"5925","ENSPPYG00000017678",3,16,44
"5926","ENSPPYG00000017692",51,72,13
"5927","ENSPPYG00000017714",70,117,165
"5928","ENSPPYG00000017715",464,407,295
"5929","ENSPPYG00000017719",91,73,92
"5930","ENSPPYG00000017720",16,26,21
"5931","ENSPPYG00000017721",13,7,25
"5932","ENSPPYG00000017722",18,24,26
"5933","ENSPPYG00000017728",23,45,33
"5934","ENSPPYG00000017731",15,18,90
"5935","ENSPPYG00000017736",7,12,8
"5936","ENSPPYG00000017739",22,48,116
"5937","ENSPPYG00000017743",1,1,10
"5938","ENSPPYG00000017752",13,18,10
"5939","ENSPPYG00000017755",4,2,1
"5940","ENSPPYG00000017763",46,77,40
"5941","ENSPPYG00000017764",12,9,6
"5942","ENSPPYG00000017768",2,4,10
"5943","ENSPPYG00000017777",4,11,7
"5944","ENSPPYG00000017779",12,15,62
"5945","ENSPPYG00000017780",235,165,300
"5946","ENSPPYG00000017783",13,15,5
"5947","ENSPPYG00000017787",88,43,195
"5948","ENSPPYG00000017788",13,28,9
"5949","ENSPPYG00000017790",78,56,93
"5950","ENSPPYG00000017795",68,28,428
"5951","ENSPPYG00000017802",18,18,10
"5952","ENSPPYG00000017807",2,13,22
"5953","ENSPPYG00000017809",1,1,6
"5954","ENSPPYG00000017814",9,11,10
"5955","ENSPPYG00000017816",2,8,5
"5956","ENSPPYG00000017818",10,12,13
"5957","ENSPPYG00000017820",7,11,4
"5958","ENSPPYG00000017824",78,90,17
"5959","ENSPPYG00000017825",5,9,14
"5960","ENSPPYG00000017828",3,6,4
"5961","ENSPPYG00000017830",14,21,13
"5962","ENSPPYG00000017834",11,24,5
"5963","ENSPPYG00000017838",183,102,363
"5964","ENSPPYG00000017839",2,1,14
"5965","ENSPPYG00000017843",9,8,21
"5966","ENSPPYG00000017848",99,124,51
"5967","ENSPPYG00000017849",13,20,4
"5968","ENSPPYG00000017864",28,2,12
"5969","ENSPPYG00000017870",9,11,7
"5970","ENSPPYG00000017871",18,36,6
"5971","ENSPPYG00000017872",6,11,10
"5972","ENSPPYG00000017878",18,16,10
"5973","ENSPPYG00000017881",48,71,56
"5974","ENSPPYG00000017882",21,35,14
"5975","ENSPPYG00000017883",89,79,76
"5976","ENSPPYG00000017886",11,20,5
"5977","ENSPPYG00000017888",12,22,18
"5978","ENSPPYG00000017889",11,13,8
"5979","ENSPPYG00000017892",19,21,17
"5980","ENSPPYG00000017899",5,10,13
"5981","ENSPPYG00000017902",8,20,19
"5982","ENSPPYG00000017906",54,77,23
"5983","ENSPPYG00000017910",12,11,8
"5984","ENSPPYG00000017913",8,2,25
"5985","ENSPPYG00000017917",29,57,11
"5986","ENSPPYG00000017920",8,5,9
"5987","ENSPPYG00000017927",16,20,5
"5988","ENSPPYG00000017929",41,38,24
"5989","ENSPPYG00000017933",53,81,5
"5990","ENSPPYG00000017934",18,20,14
"5991","ENSPPYG00000017942",54,48,128
"5992","ENSPPYG00000017948",154,107,13
"5993","ENSPPYG00000017950",3,3,9
"5994","ENSPPYG00000017956",38,40,29
"5995","ENSPPYG00000017964",9,17,13
"5996","ENSPPYG00000017969",140,144,277
"5997","ENSPPYG00000017972",123,117,32
"5998","ENSPPYG00000017975",25,31,42
"5999","ENSPPYG00000017976",23,14,26
"6000","ENSPPYG00000017982",24,27,8
"6001","ENSPPYG00000017984",3,2,10
"6002","ENSPPYG00000017986",52,37,69
"6003","ENSPPYG00000017987",4,7,1
"6004","ENSPPYG00000017989",18,25,22
"6005","ENSPPYG00000017990",38,47,13
"6006","ENSPPYG00000017992",103,54,42
"6007","ENSPPYG00000017993",3,7,1
"6008","ENSPPYG00000017994",5,9,4
"6009","ENSPPYG00000017995",3,2,5
"6010","ENSPPYG00000017997",19,26,16
"6011","ENSPPYG00000017998",17,9,32
"6012","ENSPPYG00000018005",4,4,6
"6013","ENSPPYG00000018006",23,10,42
"6014","ENSPPYG00000018008",18,15,9
"6015","ENSPPYG00000018010",9,10,6
"6016","ENSPPYG00000018014",10,13,4
"6017","ENSPPYG00000018017",99,98,232
"6018","ENSPPYG00000018021",3,3,4
"6019","ENSPPYG00000018024",8,12,28
"6020","ENSPPYG00000018027",26,19,25
"6021","ENSPPYG00000018036",7,3,8
"6022","ENSPPYG00000018038",9,14,11
"6023","ENSPPYG00000018044",13,17,7
"6024","ENSPPYG00000018047",4,6,18
"6025","ENSPPYG00000018048",16,24,14
"6026","ENSPPYG00000018053",7,6,17
"6027","ENSPPYG00000018057",30,51,11
"6028","ENSPPYG00000018059",6,12,14
"6029","ENSPPYG00000018060",71,29,169
"6030","ENSPPYG00000018061",4,5,10
"6031","ENSPPYG00000018062",65,106,158
"6032","ENSPPYG00000018064",31,24,12
"6033","ENSPPYG00000018065",10,19,5
"6034","ENSPPYG00000018068",121,78,275
"6035","ENSPPYG00000018104",3,2,100
"6036","ENSPPYG00000018113",47,51,24
"6037","ENSPPYG00000018115",14,20,8
"6038","ENSPPYG00000018118",57,129,16
"6039","ENSPPYG00000018146",62,70,37
"6040","ENSPPYG00000018147",29,18,45
"6041","ENSPPYG00000018151",11,9,12
"6042","ENSPPYG00000018156",5,5,12
"6043","ENSPPYG00000018157",2,2,8
"6044","ENSPPYG00000018158",5,4,8
"6045","ENSPPYG00000018164",11,11,14
"6046","ENSPPYG00000018175",3,3,18
"6047","ENSPPYG00000018180",3,9,20
"6048","ENSPPYG00000018181",2,1,23
"6049","ENSPPYG00000018183",18,32,65
"6050","ENSPPYG00000018184",16,30,63
"6051","ENSPPYG00000018186",8,12,40
"6052","ENSPPYG00000018187",4,14,13
"6053","ENSPPYG00000018188",92,72,21
"6054","ENSPPYG00000018192",60,96,27
"6055","ENSPPYG00000018196",43,54,44
"6056","ENSPPYG00000018199",16,22,4
"6057","ENSPPYG00000018200",7,9,22
"6058","ENSPPYG00000018206",11,13,16
"6059","ENSPPYG00000018210",15,18,14
"6060","ENSPPYG00000018212",22,42,30
"6061","ENSPPYG00000018216",6,13,9
"6062","ENSPPYG00000018222",13,16,13
"6063","ENSPPYG00000018227",22,25,3
"6064","ENSPPYG00000018228",61,45,27
"6065","ENSPPYG00000018229",6,10,6
"6066","ENSPPYG00000018233",9,7,8
"6067","ENSPPYG00000018234",14,36,1
"6068","ENSPPYG00000018235",4,5,16
"6069","ENSPPYG00000018238",6,10,14
"6070","ENSPPYG00000018239",16,21,12
"6071","ENSPPYG00000018249",7,15,66
"6072","ENSPPYG00000018268",4,10,28
"6073","ENSPPYG00000018270",47,118,52
"6074","ENSPPYG00000018281",10,14,34
"6075","ENSPPYG00000018284",44,48,15
"6076","ENSPPYG00000018300",2,4,99
"6077","ENSPPYG00000018301",3,8,15
"6078","ENSPPYG00000018304",3,6,9
"6079","ENSPPYG00000018320",21,46,13
"6080","ENSPPYG00000018345",21,57,21
"6081","ENSPPYG00000018346",107,73,35
"6082","ENSPPYG00000018352",36,36,11
"6083","ENSPPYG00000018361",16,11,15
"6084","ENSPPYG00000018366",7,5,24
"6085","ENSPPYG00000018367",5,10,12
"6086","ENSPPYG00000018372",9,10,43
"6087","ENSPPYG00000018379",4,5,7
"6088","ENSPPYG00000018384",2,2,5
"6089","ENSPPYG00000018385",28,65,6
"6090","ENSPPYG00000018386",15,16,16
"6091","ENSPPYG00000018392",23,44,34
"6092","ENSPPYG00000018393",69,159,4
"6093","ENSPPYG00000018400",13,18,20
"6094","ENSPPYG00000018403",43,63,44
"6095","ENSPPYG00000018406",4,9,17
"6096","ENSPPYG00000018407",24,29,2
"6097","ENSPPYG00000018411",12,13,16
"6098","ENSPPYG00000018412",7,2,14
"6099","ENSPPYG00000018414",4,14,16
"6100","ENSPPYG00000018421",13,10,35
"6101","ENSPPYG00000018422",9,7,23
"6102","ENSPPYG00000018426",39,60,15
"6103","ENSPPYG00000018427",16,22,9
"6104","ENSPPYG00000018429",2,2,10
"6105","ENSPPYG00000018431",27,63,10
"6106","ENSPPYG00000018433",14,9,14
"6107","ENSPPYG00000018434",6,20,18
"6108","ENSPPYG00000018436",18,29,96
"6109","ENSPPYG00000018437",10,9,9
"6110","ENSPPYG00000018450",15,16,20
"6111","ENSPPYG00000018452",11,16,15
"6112","ENSPPYG00000018455",41,45,15
"6113","ENSPPYG00000018456",26,25,10
"6114","ENSPPYG00000018458",8,8,10
"6115","ENSPPYG00000018462",123,98,29
"6116","ENSPPYG00000018465",4,3,12
"6117","ENSPPYG00000018466",8,48,80
"6118","ENSPPYG00000018468",48,54,28
"6119","ENSPPYG00000018470",3,7,11
"6120","ENSPPYG00000018473",9,17,22
"6121","ENSPPYG00000018476",2,9,5
"6122","ENSPPYG00000018479",12,16,8
"6123","ENSPPYG00000018482",25,44,49
"6124","ENSPPYG00000018483",33,87,24
"6125","ENSPPYG00000018484",20,27,67
"6126","ENSPPYG00000018486",34,42,32
"6127","ENSPPYG00000018488",38,45,53
"6128","ENSPPYG00000018489",27,41,41
"6129","ENSPPYG00000018491",54,36,18
"6130","ENSPPYG00000018499",12,17,16
"6131","ENSPPYG00000018512",20,23,10
"6132","ENSPPYG00000018518",18,19,40
"6133","ENSPPYG00000018519",25,19,6
"6134","ENSPPYG00000018521",24,50,49
"6135","ENSPPYG00000018522",5,7,2
"6136","ENSPPYG00000018524",7,17,11
"6137","ENSPPYG00000018525",5,2,13
"6138","ENSPPYG00000018528",36,39,11
"6139","ENSPPYG00000018530",8,18,20
"6140","ENSPPYG00000018542",17,26,6
"6141","ENSPPYG00000018543",10,7,9
"6142","ENSPPYG00000018544",29,42,16
"6143","ENSPPYG00000018546",5,2,9
"6144","ENSPPYG00000018548",22,14,14
"6145","ENSPPYG00000018549",2,3,13
"6146","ENSPPYG00000018550",18,21,25
"6147","ENSPPYG00000018551",26,37,67
"6148","ENSPPYG00000018554",158,149,78
"6149","ENSPPYG00000018555",2,3,5
"6150","ENSPPYG00000018556",10,6,23
"6151","ENSPPYG00000018562",7,12,10
"6152","ENSPPYG00000018571",8,5,7
"6153","ENSPPYG00000018573",23,19,10
"6154","ENSPPYG00000018574",52,36,55
"6155","ENSPPYG00000018575",32,28,20
"6156","ENSPPYG00000018584",7,13,15
"6157","ENSPPYG00000018587",36,42,105
"6158","ENSPPYG00000018589",66,108,15
"6159","ENSPPYG00000018591",56,42,54
"6160","ENSPPYG00000018597",12,17,3
"6161","ENSPPYG00000018598",72,100,9
"6162","ENSPPYG00000018600",2436,2100,4445
"6163","ENSPPYG00000018604",22,28,69
"6164","ENSPPYG00000018607",13,16,18
"6165","ENSPPYG00000018610",5,5,12
"6166","ENSPPYG00000018612",36,40,23
"6167","ENSPPYG00000018613",29,37,7
"6168","ENSPPYG00000018617",39,65,86
"6169","ENSPPYG00000018618",8,13,18
"6170","ENSPPYG00000018622",2,4,3
"6171","ENSPPYG00000018624",5,10,26
"6172","ENSPPYG00000018631",5,5,11
"6173","ENSPPYG00000018632",4,21,1
"6174","ENSPPYG00000018634",8,40,13
"6175","ENSPPYG00000018648",72,89,124
"6176","ENSPPYG00000018649",4,7,30
"6177","ENSPPYG00000018650",13,23,4
"6178","ENSPPYG00000018660",35,97,23
"6179","ENSPPYG00000018665",18,56,80
"6180","ENSPPYG00000018669",8,13,20
"6181","ENSPPYG00000018671",1655,2210,3692
"6182","ENSPPYG00000018674",6,9,4
"6183","ENSPPYG00000018678",36,19,103
"6184","ENSPPYG00000018679",16,12,11
"6185","ENSPPYG00000018680",6,12,30
"6186","ENSPPYG00000018694",9,10,9
"6187","ENSPPYG00000018696",9,22,14
"6188","ENSPPYG00000018699",154,124,2005
"6189","ENSPPYG00000018711",5,6,32
"6190","ENSPPYG00000018713",9,38,100
"6191","ENSPPYG00000018724",14,19,23
"6192","ENSPPYG00000018725",22,13,32
"6193","ENSPPYG00000018726",19,44,5
"6194","ENSPPYG00000018732",24,33,8
"6195","ENSPPYG00000018733",42,43,42
"6196","ENSPPYG00000018737",6,9,11
"6197","ENSPPYG00000018744",11,11,16
"6198","ENSPPYG00000018746",3,6,11
"6199","ENSPPYG00000018750",4,3,16
"6200","ENSPPYG00000018751",16,23,36
"6201","ENSPPYG00000018755",5,17,6
"6202","ENSPPYG00000018756",19,17,25
"6203","ENSPPYG00000018757",7,4,7
"6204","ENSPPYG00000018758",4,7,12
"6205","ENSPPYG00000018759",5,10,10
"6206","ENSPPYG00000018763",118,82,472
"6207","ENSPPYG00000018764",13,21,20
"6208","ENSPPYG00000018770",49,64,15
"6209","ENSPPYG00000018771",29,91,9
"6210","ENSPPYG00000018774",816,1130,2252
"6211","ENSPPYG00000018775",2,3,5
"6212","ENSPPYG00000018776",70,37,40
"6213","ENSPPYG00000018777",8,7,10
"6214","ENSPPYG00000018783",125,143,1062
"6215","ENSPPYG00000018786",51,95,27
"6216","ENSPPYG00000018787",4,10,12
"6217","ENSPPYG00000018790",841,786,234
"6218","ENSPPYG00000018791",217,179,14
"6219","ENSPPYG00000018797",12,33,14
"6220","ENSPPYG00000018800",10,15,3
"6221","ENSPPYG00000018803",13,22,10
"6222","ENSPPYG00000018809",61,53,55
"6223","ENSPPYG00000018810",2,1,6
"6224","ENSPPYG00000018813",3,6,5
"6225","ENSPPYG00000018815",5,8,42
"6226","ENSPPYG00000018819",328,491,157
"6227","ENSPPYG00000018820",20,35,23
"6228","ENSPPYG00000018823",19,31,7
"6229","ENSPPYG00000018824",24,38,25
"6230","ENSPPYG00000018830",200,373,303
"6231","ENSPPYG00000018831",12,19,9
"6232","ENSPPYG00000018832",42,66,12
"6233","ENSPPYG00000018835",14,23,48
"6234","ENSPPYG00000018836",3,6,32
"6235","ENSPPYG00000018843",12,17,22
"6236","ENSPPYG00000018847",72,76,145
"6237","ENSPPYG00000018852",48,69,39
"6238","ENSPPYG00000018855",7,8,24
"6239","ENSPPYG00000018857",14,10,12
"6240","ENSPPYG00000018860",8,21,2
"6241","ENSPPYG00000018865",2,4,7
"6242","ENSPPYG00000018870",6,22,8
"6243","ENSPPYG00000018872",76,73,102
"6244","ENSPPYG00000018873",26,38,9
"6245","ENSPPYG00000018874",10,7,33
"6246","ENSPPYG00000018878",48,38,24
"6247","ENSPPYG00000018883",56,70,10
"6248","ENSPPYG00000018884",9,18,15
"6249","ENSPPYG00000018886",20,22,3
"6250","ENSPPYG00000018891",8,13,18
"6251","ENSPPYG00000018895",1,9,10
"6252","ENSPPYG00000018899",14,41,20
"6253","ENSPPYG00000018902",11,4,12
"6254","ENSPPYG00000018904",7,6,9
"6255","ENSPPYG00000018908",8,19,2
"6256","ENSPPYG00000018909",5,12,17
"6257","ENSPPYG00000018910",2,4,11
"6258","ENSPPYG00000018927",21,46,143
"6259","ENSPPYG00000018928",3,10,15
"6260","ENSPPYG00000018932",16,13,32
"6261","ENSPPYG00000018937",11,13,5
"6262","ENSPPYG00000018938",105,109,643
"6263","ENSPPYG00000018940",1,3,2
"6264","ENSPPYG00000018941",26,34,55
"6265","ENSPPYG00000018943",4,7,6
"6266","ENSPPYG00000018950",4,12,4
"6267","ENSPPYG00000018951",46,90,71
"6268","ENSPPYG00000018953",49,43,32
"6269","ENSPPYG00000018954",30,40,95
"6270","ENSPPYG00000018965",20,34,11
"6271","ENSPPYG00000018967",7,10,15
"6272","ENSPPYG00000018969",13,41,36
"6273","ENSPPYG00000018970",8,29,47
"6274","ENSPPYG00000018971",2,9,20
"6275","ENSPPYG00000018972",3,8,16
"6276","ENSPPYG00000018973",22,40,50
"6277","ENSPPYG00000018975",56,31,127
"6278","ENSPPYG00000018976",6,8,16
"6279","ENSPPYG00000018977",7,16,9
"6280","ENSPPYG00000018978",2,7,8
"6281","ENSPPYG00000018981",3,6,12
"6282","ENSPPYG00000018984",4,5,63
"6283","ENSPPYG00000018986",4,6,6
"6284","ENSPPYG00000018987",1,2,5
"6285","ENSPPYG00000018989",3,6,6
"6286","ENSPPYG00000018991",1167,1519,4114
"6287","ENSPPYG00000019000",30,70,69
"6288","ENSPPYG00000019016",4,8,5
"6289","ENSPPYG00000019034",4,4,11
"6290","ENSPPYG00000019052",11,5,22
"6291","ENSPPYG00000019054",6,16,8
"6292","ENSPPYG00000019055",20,36,36
"6293","ENSPPYG00000019059",91,97,50
"6294","ENSPPYG00000019061",43,52,20
"6295","ENSPPYG00000019063",58,67,116
"6296","ENSPPYG00000019064",13,19,51
"6297","ENSPPYG00000019065",14,6,20
"6298","ENSPPYG00000019066",10,24,13
"6299","ENSPPYG00000019068",7,9,2
"6300","ENSPPYG00000019069",97,44,309
"6301","ENSPPYG00000019072",2,2,20
"6302","ENSPPYG00000019082",8,14,153
"6303","ENSPPYG00000019083",7,6,1
"6304","ENSPPYG00000019086",17,26,80
"6305","ENSPPYG00000019087",41,107,62
"6306","ENSPPYG00000019088",99,101,15
"6307","ENSPPYG00000019089",18,36,23
"6308","ENSPPYG00000019091",7,8,52
"6309","ENSPPYG00000019092",9,17,39
"6310","ENSPPYG00000019094",4,5,9
"6311","ENSPPYG00000019095",27,30,19
"6312","ENSPPYG00000019102",119,150,173
"6313","ENSPPYG00000019103",4,18,28
"6314","ENSPPYG00000019104",4,4,9
"6315","ENSPPYG00000019105",225,195,128
"6316","ENSPPYG00000019115",5,7,12
"6317","ENSPPYG00000019116",7,10,25
"6318","ENSPPYG00000019117",16,18,6
"6319","ENSPPYG00000019121",3,4,5
"6320","ENSPPYG00000019124",13,11,39
"6321","ENSPPYG00000019125",3,2,9
"6322","ENSPPYG00000019127",19,29,12
"6323","ENSPPYG00000019128",19,20,1
"6324","ENSPPYG00000019130",47,31,11
"6325","ENSPPYG00000019133",23,51,8
"6326","ENSPPYG00000019136",12,30,7
"6327","ENSPPYG00000019137",35,40,55
"6328","ENSPPYG00000019138",79,110,248
"6329","ENSPPYG00000019139",21,109,1
"6330","ENSPPYG00000019140",32,43,13
"6331","ENSPPYG00000019141",276,269,221
"6332","ENSPPYG00000019142",17,7,29
"6333","ENSPPYG00000019146",42,37,101
"6334","ENSPPYG00000019149",6,7,11
"6335","ENSPPYG00000019150",20,14,13
"6336","ENSPPYG00000019159",14,10,9
"6337","ENSPPYG00000019161",17,29,8
"6338","ENSPPYG00000019187",14,18,53
"6339","ENSPPYG00000019193",677,557,1652
"6340","ENSPPYG00000019195",72,199,17
"6341","ENSPPYG00000019201",3,2,14
"6342","ENSPPYG00000019206",61,154,15
"6343","ENSPPYG00000019207",14,20,13
"6344","ENSPPYG00000019208",2,2,6
"6345","ENSPPYG00000019211",3,8,4
"6346","ENSPPYG00000019213",4,8,14
"6347","ENSPPYG00000019221",12,50,98
"6348","ENSPPYG00000019222",7,13,15
"6349","ENSPPYG00000019227",13,23,10
"6350","ENSPPYG00000019235",10,21,2
"6351","ENSPPYG00000019237",6,16,10
"6352","ENSPPYG00000019238",17,40,78
"6353","ENSPPYG00000019244",31,20,48
"6354","ENSPPYG00000019246",8,15,16
"6355","ENSPPYG00000019255",24,37,74
"6356","ENSPPYG00000019258",33,44,23
"6357","ENSPPYG00000019264",17,24,8
"6358","ENSPPYG00000019265",20,15,59
"6359","ENSPPYG00000019272",58,55,15
"6360","ENSPPYG00000019274",14,3,23
"6361","ENSPPYG00000019275",15,25,13
"6362","ENSPPYG00000019283",12,22,10
"6363","ENSPPYG00000019290",85,157,136
"6364","ENSPPYG00000019293",8,108,1
"6365","ENSPPYG00000019297",1,3,27
"6366","ENSPPYG00000019299",9,12,11
"6367","ENSPPYG00000019300",75,100,72
"6368","ENSPPYG00000019309",11,15,8
"6369","ENSPPYG00000019313",16,56,11
"6370","ENSPPYG00000019316",2,1,25
"6371","ENSPPYG00000019322",11,6,7
"6372","ENSPPYG00000019323",37,66,9
"6373","ENSPPYG00000019324",2,7,12
"6374","ENSPPYG00000019327",278,262,37
"6375","ENSPPYG00000019331",4,4,30
"6376","ENSPPYG00000019333",4,10,1
"6377","ENSPPYG00000019336",16,22,19
"6378","ENSPPYG00000019337",25,12,35
"6379","ENSPPYG00000019339",12,19,17
"6380","ENSPPYG00000019340",7,18,10
"6381","ENSPPYG00000019346",40,56,8
"6382","ENSPPYG00000019350",4,1,9
"6383","ENSPPYG00000019359",12,11,23
"6384","ENSPPYG00000019360",7,24,11
"6385","ENSPPYG00000019366",15,23,36
"6386","ENSPPYG00000019371",25,27,1
"6387","ENSPPYG00000019374",54,47,36
"6388","ENSPPYG00000019375",13,32,27
"6389","ENSPPYG00000019376",5,3,27
"6390","ENSPPYG00000019381",8,11,17
"6391","ENSPPYG00000019383",5,11,13
"6392","ENSPPYG00000019384",6,10,4
"6393","ENSPPYG00000019386",2,15,17
"6394","ENSPPYG00000019387",6,14,16
"6395","ENSPPYG00000019391",31,28,1
"6396","ENSPPYG00000019392",6,19,18
"6397","ENSPPYG00000019396",7,6,32
"6398","ENSPPYG00000019399",14,25,15
"6399","ENSPPYG00000019405",3,9,22
"6400","ENSPPYG00000019415",14,22,18
"6401","ENSPPYG00000019422",3,2,25
"6402","ENSPPYG00000019423",9,16,23
"6403","ENSPPYG00000019424",12,9,6
"6404","ENSPPYG00000019425",4,5,8
"6405","ENSPPYG00000019426",22,35,15
"6406","ENSPPYG00000019427",10,20,7
"6407","ENSPPYG00000019429",10,5,12
"6408","ENSPPYG00000019430",234,189,534
"6409","ENSPPYG00000019431",54,39,141
"6410","ENSPPYG00000019432",8,10,12
"6411","ENSPPYG00000019441",74,190,754
"6412","ENSPPYG00000019444",52,69,78
"6413","ENSPPYG00000019445",4,3,13
"6414","ENSPPYG00000019446",22,24,43
"6415","ENSPPYG00000019447",6,10,6
"6416","ENSPPYG00000019455",24,36,6
"6417","ENSPPYG00000019460",11,14,14
"6418","ENSPPYG00000019472",4,6,4
"6419","ENSPPYG00000019474",11,7,12
"6420","ENSPPYG00000019477",75,121,18
"6421","ENSPPYG00000019482",20,37,13
"6422","ENSPPYG00000019483",8,12,1
"6423","ENSPPYG00000019484",3,8,7
"6424","ENSPPYG00000019485",5,12,9
"6425","ENSPPYG00000019489",2,2,2
"6426","ENSPPYG00000019491",456,659,2289
"6427","ENSPPYG00000019497",37,65,79
"6428","ENSPPYG00000019500",2,22,12
"6429","ENSPPYG00000019504",39,38,5
"6430","ENSPPYG00000019505",16,16,1
"6431","ENSPPYG00000019513",21,25,8
"6432","ENSPPYG00000019515",31,45,77
"6433","ENSPPYG00000019516",24,44,12
"6434","ENSPPYG00000019521",5,9,14
"6435","ENSPPYG00000019532",23,20,8
"6436","ENSPPYG00000019537",21,3,10
"6437","ENSPPYG00000019546",1,3,13
"6438","ENSPPYG00000019550",8,8,33
"6439","ENSPPYG00000019552",22,22,11
"6440","ENSPPYG00000019555",5,13,60
"6441","ENSPPYG00000019557",144,111,30
"6442","ENSPPYG00000019559",8,13,13
"6443","ENSPPYG00000019560",39,53,37
"6444","ENSPPYG00000019562",11,30,32
"6445","ENSPPYG00000019563",3,23,4
"6446","ENSPPYG00000019569",27,27,22
"6447","ENSPPYG00000019570",16,26,21
"6448","ENSPPYG00000019583",5,9,4
"6449","ENSPPYG00000019592",6,6,6
